title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude,year_found,found_at,search_query
Australian Jewish community condemn stabbing of gay teen in Israel,http://www.starobserver.com.au/news/international-news-news/australian-jewish-community-condemn-stabbing-of-gay-teen-in-israel/184959,20190729T073000Z,assault,,Tel Aviv LGBTQI youth hostel,gay,Australian Jewish community condemns the stabbing of a gay teen at a Tel Aviv LGBTQI youth hostel. The incident has shocked and revulsed the community.,high,,,,,,
16 - yr - old brutally stabbed by his own brother » J - Wire,http://www.jwire.com.au/16-yr-old-brutally-stabbed-by-his-own-brother/,20190728T043000Z,assault,,not specified,gay,A 16-year-old was brutally stabbed by his own brother in a hate crime incident related to his sexual orientation.,high,brother,,,,,
Man guilty of  corrective rape  of lesbian loses appeal on life sentence,https://www.gaystarnews.com/article/man-corrective-rape-lesbian-loses-appeal-life-sentence/,20190725T163000Z,corrective rape,,not specified,lesbian,A man who was guilty of corrective rape against a lesbian has lost his appeal on a life sentence.,high,not specified,,,,,
Islamic TV channel which called gay people  insane  and  worse than animal breached Ofcom regulations,https://www.independent.co.uk/news/uk/home-news/islamic-tv-channel-anti-gay-homophobic-ofcom-rules-a9017056.html,20190723T123000Z,hate_speech,2019-07-23,Sky TV channel,gay,Islamic TV channel breached Ofcom regulations by calling gay people 'insane' and 'worse than animals',medium,,,,,,
"Kathy Griffin still gets death threats :  They got me , but they never got me down  ",https://www.salon.com/2019/07/21/kathy-griffin-still-gets-death-threats-they-got-me-but-they-never-got-me-down/,20190721T153000Z,threat,,not specified,unknown,Kathy Griffin still receives death threats but remains resilient,medium,not specified,,,,,
It Chapter 2 director explains why sequel opens with disturbing hate crime scene,https://www.independent.co.uk/arts-entertainment/films/news/it-chapter-2-opening-scene-andy-muschetti-jessica-chastain-release-date-trailer-a9079891.html,20190827T111500Z,hate crime scene in a film,,,unknown,The director of It Chapter 2 explained that the disturbing hate crime scene in the sequel was inspired by real events.,medium,,,,,,
Die Antwoord accused of  homophobic hate crime  after video leaks,https://www.pinknews.co.uk/2019/08/20/die-antwoord-video-hate-crime/,20190820T143000Z,hate_speech,,not specified,LGBTIQ+,Die Antwoord accused of homophobic hate crime after video leaks,medium,Die Antwoord,,,,,
WATCH : Die Antwoord dropped from festivals after  homophobic hate crime  – The Citizen,https://citizen.co.za/lifestyle/your-life-entertainment-your-life/2169045/watch-die-antwoord-dropped-from-festivals-after-homophobic-hate-crime/,20190820T101500Z,hate speech,,not specified,LGBTIQ+,Die Antwoord dropped from festivals after homophobic hate crime incident,medium,,,,,,
Owen Jones says evidence has emerged  of political motivation behind attack outside London pub,https://www.independent.co.uk/news/uk/crime/owen-jones-attack-political-motivations-left-wing-journalist-islington-london-a9064251.html,20190818T160000Z,assault,2019-08-18,outside London pub,unknown,Left-wing journalist Owen Jones was attacked outside a London pub in what he described as a premeditated assault by far-right individuals. Evidence has emerged suggesting political motivations behind the attack.,medium,far-right individuals,,,,,
Birmingham mosque attacks : Man charged with  religiously - aggravated criminal damage  after Muslim places of worship targeted,https://www.independent.co.uk/news/uk/crime/birmingham-mosque-attacks-christchurch-arman-rezazadeh-charged-muslims-a9071706.html,20190820T151500Z,vandalism,2019-08-20,Birmingham mosque,unknown,A man has been charged with 'religiously-aggravated criminal damage' after Muslim places of worship in Birmingham were targeted. Investigators stated that the incidents were not terror-related.,medium,,,,,,
Finnish politician under  hate crime investigation  for sharing Bible verse on Facebook,https://www.foxnews.com/world/bible-verse-lgbt-hate-crime-investigation,20190905T144500Z,hate_speech,,Finland,unknown,Finnish politician under investigation for sharing a Bible verse on Facebook that is considered hate speech towards the LGBTIQ+ community.,low,Finnish politician,63.6924368,22.6974901,,,
  We dont want your kind around here : Gay couple pepper sprayed by group of men while kissing at London bus stop,https://www.independent.co.uk/news/uk/crime/homophobic-attack-pepper-spray-gay-couple-london-lambeth-a9143161.html,20191004T183000Z,assault,2019-10-04,London bus stop,gay,A gay couple was pepper sprayed by a group of men while kissing at a London bus stop. The victims expressed fear of showing affection in public after the suspected homophobic attack.,medium,group of men,,,,,
Police chief on trial for hate crime said Trump was  last hope for white people  ,https://www.independent.co.uk/news/world/americas/trump-police-chief-hate-crime-trial-racism-new-jersey-frank-nucera-a9129081.html,20191002T094500Z,hate_speech,2019-10-02,not specified,general_lgbtiq,"Police chief on trial for hate crime expressed racist and homophobic views, including stating that Trump was the 'last hope for white people' and suggesting that black people should be lined up and killed.",high,Frank Nucera,,,,,
Hate - peddling US pastor Steven Anderson blocked from New Zealand,https://thespinoff.co.nz/society/21-10-2019/hate-peddling-us-pastor-steven-anderson-blocked-from-new-zealand/,20191021T054500Z,hate_speech,2019-10-21,New Zealand,general_lgbtiq,Extremist Baptist pastor Steven Anderson has been blocked from entering New Zealand due to his hate speech-filled sermons.,medium,Steven Anderson,-36.8622961,174.7190716,,,
Police officer told to  tone down his gaynes awarded $20m,https://www.independent.co.uk/news/world/americas/gay-police-officer-keith-wildhaber-damages-discrimination-a9175176.html,20191028T224500Z,discrimination,2019-10-28,St Louis county,gay,A police officer was awarded $20 million after being told to 'tone down his gayness' by St Louis county leadership.,medium,St Louis county leadership,,,,,
Man stabbed and slashed outside synagogue in suspected hate crime,https://www.independent.co.uk/news/world/americas/jewish-synagogue-stabbing-hate-crime-antisemitism-racism-new-york-a9211721.html,20191121T104500Z,assault,2019-11-21,outside synagogue,unknown,A man was stabbed and slashed outside a synagogue in a suspected hate crime. The attack was described as 'vicious' and 'violent' by police on the scene.,high,,,,,,
Woman arrested - hate crime against baby with genetic disorder,https://www.irishcentral.com/news/woman-arrested-hate-crime-genetic-disorder,20191111T210000Z,harassment,,"Melville, New York",unknown,"A 26-year-old woman harassed an Irish American family in Melville, New York, cyberbullying them due to the young baby's skin condition. Krista Sewell is accused of sending them threatening messages.",medium,Krista Sewell,,,,,
Spanish Big Brother contestant forced to watch own  sexual assault  in diary room,https://www.independent.co.uk/news/world/europe/spanish-big-brother-sexual-assault-video-diary-room-carlota-prado-jose-maria-lopez-a9228296.html,20191201T201500Z,sexual assault,2019-12-02,Spain,unknown,Spanish Big Brother contestant Carlota Prado was forced to watch footage of her own alleged sexual assault in the diary room by producers without her prior knowledge.,high,,37.2966054,-2.2931252,,,
Inyoung You : Woman accused of encouraging boyfriend to kill himself releases last text message they sent,https://www.independent.co.uk/news/world/americas/inyoung-you-alexander-urtula-suicide-text-messages-boyfriend-boston-college-a9214376.html,20191122T200000Z,harassment,2019-11-22,not specified,general_lgbtiq,Woman accused of encouraging boyfriend to kill himself by isolating him from friends and repeatedly urging him to 'go die'.,high,Inyoung You,,,,,
Woman ran over teenage girl  because she looked Mexican  ,https://www.independent.co.uk/news/world/americas/teenage-girl-mexican-hit-and-run-hate-crime-iowa-a9256141.html,20191221T171500Z,assault,2019-12-22,not specified,unknown,"A woman ran over a teenage girl because she thought she looked Mexican, according to the police chief. The perpetrator made a judgement about the girl's ethnicity before hitting her.",high,Woman,,,,,
Jussie Smollett pleads not guilty to staging racist and homophobic attack on himself,https://www.independent.co.uk/news/world/americas/jussie-smollett-empire-actor-plea-not-guilty-staging-attack-charges-chicago-racist-homophobic-latest-a9355766.html,20200224T174500Z,other,,not specified,general_lgbtiq,Jussie Smollett pleads not guilty to staging racist and homophobic attack on himself,medium,,,,,,
Same - sex couple effigy burned at Croatian festival,https://www.starobserver.com.au/news/same-sex-couple-effigy-burned-at-croatian-festival/192991,20200227T003000Z,vandalism,2020-02-26,small Croatian town,gay couple and their baby,Locals in a small Croatian town sparked global outrage after deliberately setting fire to an effigy of a gay couple and their baby during a festival.,high,,,,,,
Former Polish priest indicted for hate speech and Holocaust denial,https://www.timesofisrael.com/liveblog_entry/former-polish-priest-indicted-for-hate-speech-and-holocaust-denial/,20200219T201500Z,hate_speech,,Poland,general_lgbtiq,Former Polish priest indicted for hate speech and Holocaust denial,medium,Former Polish priest,54.5307257,16.9470918,,,
Australian police arrest man for 1988 murder of gay American,https://www.metroweekly.com/2020/05/australian-police-arrest-man-1988-murder-gay-american/,20200513T223000Z,murder,1988-XX-XX,not specified,gay,Australian police have arrested a man in connection with the 1988 murder of a gay American individual. The case is being investigated as a hate crime.,high,man arrested for the murder,,,,,
Australian arrested for homophobic killing of gay American after more than 30 years,https://news.yahoo.com/australian-arrested-homophobic-killing-gay-195724565.html,20200512T211500Z,killing,,not specified,gay,An Australian man has been arrested for the homophobic killing of a gay American after more than 30 years. The incident highlights the ongoing issue of violence against the LGBTIQ+ community.,high,Australian man,,,,,
Man charged in 1988 alleged hate killing,https://taipeitimes.com/News/world/archives/2020/05/13/2003736327,20200512T183000Z,alleged hate killing,1988-XX-XX,not specified,unknown,Man charged in connection with an alleged hate killing that occurred in 1988.,high,Man charged,,,,,
Police arrest suspect more than 30 years after American man death in Sydney,https://www.theglobeandmail.com/world/article-police-arrest-suspect-more-than-30-years-after-american-mans-death-in/,20200512T173000Z,assault,,Sydney,gay,A 49-year-old man was charged with Scott Johnson’s death in an apparent gay hate crime that police believe was one of many over several years.,high,,-33.8698439,151.2082848,,,
Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.voanews.com/east-asia-pacific/australian-police-make-arrest-1988-death-gay-american-man,20200512T124500Z,death,1988-XX-XX,not specified,gay,Australian police have made an arrest in the 1988 death of a gay American man. The case is being investigated as a hate crime.,high,,,,,,
Putin allies want ambassador to  burn in hell  for  promoting LGBT agenda  ,https://www.pinknews.co.uk/2020/06/30/russia-canada-vladimir-putin-referendum-ambassador-alison-leclaire-homophobia-lgbt/,20200630T150000Z,threat,,Russia,general_lgbtiq,Allies of Putin expressed desire for the ambassador to 'burn in hell' for promoting LGBT agenda.,medium,Allies of Putin,43.1053876,131.8733135,,,
Health minister orders review into noose hung at Grande Prairie hospital,https://www.cbc.ca/news/canada/edmonton/health-minister-orders-review-into-noose-hung-at-grande-prairie-hospital-1.5636090,20200703T130000Z,vandalism,,Grande Prairie hospital,general_lgbtiq,"Health minister orders review into noose hung at Grande Prairie hospital in Alberta, Canada.",medium,,,,,,
Pharmacist family back review into her murder at hands of controlling husband,https://jerseyeveningpost.com/news/uk-news/2020/07/13/pharmacists-family-back-review-into-her-murder-at-hands-of-controlling-husband/,20200713T110000Z,murder,2018-XX-XX,not specified,gay,"Jessica Patel was strangled in 2018 by her gay husband, who wanted to cash in a £2m life insurance policy and start a new life with his boyfriend.",high,gay husband,,,,,
"  LETS BURN A CHURCH ! When LGBT Activists Threaten to Attack , united kingdom Police Try to Silence Pastor Instead",https://www1.cbn.com/cbnnews/2020/september/lets-burn-a-church-when-lgbt-activists-threaten-to-attack-uk-police-try-to-silence-pastor-instead,20200908T203000Z,threat,,"Newquay Baptist Church, United Kingdom",general_lgbtiq,A Christian pastor in the United Kingdom was threatened by a pro-LGBT mob to burn down his church. The pastor was warned by the local police not to offend the LGBT community.,medium,Pro-LGBT mob,,,,,
"Egyptian officials systemically abuse and torture gays , rights group says",https://www.nbcnews.com/feature/nbc-out/egyptian-officials-systemically-abuse-torture-gays-rights-group-says-n1244755,20201026T154500Z,abuse|torture,,Egyptian officials,gay,Rights group reports systemic abuse and torture of gay individuals by Egyptian officials.,high,Egyptian officials,,,,,
Hate crime charges added in gruesome Grindr attack on gay teen,https://www.nbcnews.com/feature/nbc-out/hate-crime-charges-added-gruesome-grindr-attack-gay-teen-n1256155,20210129T174500Z,assault,,Grindr meetup in Sydney,gay,Hate crime charges were added in a gruesome attack on a gay teen during a Grindr meetup in Sydney. The victim suffered serious injuries in the assault.,high,,,,,,
Scott Johnson : Man accused of 1988 gay hate murder pleads not guilty,https://www.pinknews.co.uk/2021/01/28/scott-price-johnson-1988-sydney-australia-murder-not-guilty/,20210128T194500Z,murder,,Sydney,gay,Man accused of 1988 gay hate murder pleads not guilty,high,Man accused of the murder,-33.8698439,151.2082848,,,
Nazi hikers claim theyve  suffered  ,https://www.cqnews.com.au/news/nazi-hikers-claim-theyve-suffered/4188930/,20210201T021500Z,hate_speech,,Grampians,general_lgbtiq,"A Melbourne neo-Nazi group, National Socialist Network, was seen in the Grampians spreading hate speech.",medium,"Melbourne neo-Nazi group, National Socialist Network",-36.718805,142.2209509,,,
Nazi hikers claim theyve  suffered  ,https://www.gladstoneobserver.com.au/news/nazi-hikers-claim-theyve-suffered/4188930/,20210201T023000Z,harassment,,Grampians,general_lgbtiq,Nazi hikers claiming they've suffered in the Grampians,medium,Melbourne neo-Nazi group,-36.718805,142.2209509,,,
National Socialist Network : Melbourne neo - Nazi group seen in Grampians uncovered,https://www.news.com.au/national/victoria/national-socialist-network-melbourne-neonazi-group-seen-in-grampians-uncovered/news-story/d6cee39c9d2b0d6e565cf7e339491a5a,20210201T020000Z,hate_speech,,Grampians,general_lgbtiq,"Melbourne neo-Nazi group National Socialist Network seen in Grampians uncovered, engaging in hate speech targeting the LGBTIQ+ community.",medium,National Socialist Network,-36.718805,142.2209509,,,
Far - right Hate Attack Shows Extremists Emboldened,https://www.miragenews.com/far-right-hate-attack-shows-extremists-518559/,20210224T000000Z,assault,,Western Australia,First Nations woman and her daughter,The Greens have responded to sickening reports of a violent assault by a man with a swastika on a First Nations woman and her daughter in Western Australia.,high,man with a swastika,-25.2303005,121.0187246,,,
Saira Khan goes to the police over death threats she received,https://www.dailymail.co.uk/tvshowbiz/article-9245171/Saira-Khan-goes-police-death-threats-shes-received.html,20210210T131500Z,threat,,not specified,Saira Khan,Saira Khan reported to the police that she received death threats,medium,,,,,,
  Youre a useless c ** t : LNP abuse claims in brutal knifing,https://www.noosanews.com.au/news/youre-a-useless-ct-lnp-abuse-claims-in-brutal-part/4205982/,20210226T120000Z,assault,,not specified,unknown,The article reports on LNP abuse claims in a brutal knifing incident where the victim was verbally abused with derogatory language before being physically attacked with a knife.,high,not specified,,,,,
Rev Richard Coles reveals police probed vile hate mail he received,https://www.dailymail.co.uk/news/article-9387055/Rev-Richard-Coles-reveals-police-probed-vile-hate-mail-received-prepared-bury-partner.html,20210321T234500Z,hate_mail,,Northamptonshire,gay,Rev Richard Coles revealed that police probed vile hate mail he received,low,,,,,,
Indian held in New Zealand for abusing Sikh youth on FB,https://timesofindia.indiatimes.com/world/rest-of-world/indian-held-in-new-zealand-for-abusing-sikh-youth-on-fb/articleshow/81597302.cms,20210320T093000Z,hate_speech,,New Zealand,Sikh youth,An Indian-origin man in New Zealand was arrested for posting threatening and derogatory comments against a Sikh youth on Facebook.,medium,Indian-origin man,-36.8622961,174.7190716,,,
Fears of escalating violence as online  hate factorie sow division within Australia Indian community | Australia news,https://www.theguardian.com/australia-news/2021/mar/19/fears-of-escalating-violence-as-online-hate-factories-sow-division-within-australias-indian-community,20210319T060000Z,assault,,Sydney,Sikh,Sikh students attacked in Sydney as tensions over ongoing farmers protests in India spread to Australia,medium,,-33.8698439,151.2082848,,,
RuPaul Drag Race Down Under star Coco Jumbo saved a man from vicious Oxford Street gay bashing,https://www.dailymail.co.uk/tvshowbiz/article-9334339/RuPauls-Drag-Race-star-Coco-Jumbo-saved-man-vicious-Oxford-Street-gay-bashing.html,20210307T020000Z,assault,,"Oxford Street, Darlinghurst",gay,RuPaul Drag Race Down Under star Coco Jumbo intervened to save a man from a vicious gay bashing incident on Oxford Street in Darlinghurst.,high,,-33.8813047,151.218319,,,
Sikhs Attacked In Australia Over Alleged Support To Farmer Protests : Here What Happened,https://www.indiatimes.com/news/india/sikhs-attacked-in-australia-over-alleged-support-to-farmers-protests-heres-what-happened-535631.html,20210304T173000Z,assault,,Sydney,unknown,"A group of Sikh men were attacked in Sydney, Australia, over alleged support for farmers' protests. CCTV footage shows them fleeing a gang who smashed up their car with bats and hammers while they were still inside.",high,,-33.8698439,151.2082848,,,
"Tensions over Indian farm laws in Australia , Sikhs attacked in Sydney",https://www.indiatoday.in/world/story/tensions-over-indian-farm-laws-in-australia-sikhs-attacked-in-sydney-1775593-2021-03-04,20210304T114500Z,assault,2021-03-04,Sydney,Sikhs,A group of Sikhs was attacked in Sydney in an apparent hate crime related to tensions over Indian farm laws in Australia.,medium,,-33.8698439,151.2082848,,,
Trans Woman Mhelody Bruno Failed By Australia Justice System,https://junkee.com/mhelody-bruno-justice-system-investigation/291695,20210401T073000Z,assault,2019-09-22,Wagga Wagga,transgender,"Trans woman Mhelody Bruno was tragically killed in Wagga Wagga, Australia. She was found dead in a unit and had suffered severe head injuries. The justice system failed to deliver justice for her death.",high,,-35.115,147.3677778,,,
Socialite charged over spraying  Roxy is a c ** t  on the PR queen office,https://www.dailymail.co.uk/news/article-9421539/Socialite-charged-spraying-Roxy-c-t-PR-queens-office.html,20210401T060000Z,vandalism,,PR queen office in Sydney CBD,unknown,A socialite has been charged for spraying derogatory language on the office of a PR queen in Sydney CBD. The graffiti included offensive language targeting the PR queen.,medium,Socialite,,,,,
I was assaulted after Mardi Gras and I wasnt the only one,https://www.abc.net.au/news/2021-03-09/mark-reddie-victim-of-homophobic-attack-at-sydney-mardi-gras/13227070,20210308T184500Z,assault,,"Oxford Street, Sydney",gay,"The victim was assaulted after Mardi Gras on Oxford Street in Sydney. A red car screeched to a halt next to the victim and their friends, and they were ambushed.",medium,,-33.8851063,151.2272996,,,
A Gay Man Life Was Threatened So Aussies Painted His House Rainbow,https://www.outtraveler.com/news/2021/4/22/gay-mans-life-was-threatened-so-aussies-painted-his-house-rainbow,20210422T124500Z,threat,2021-04-22,Australia,gay,"A gay man received death threats over plans to paint his house, prompting the local community to come together and paint it rainbow in support.",medium,,-24.7761086,134.755,,,
Ian Roberts :  Brutal gay bashing upended my life  | Fraser Coast Chronicle,https://www.frasercoastchronicle.com.au/news/ian-roberts-how-brutal-gaybashing-upended-my-life/4238665/,20210415T134500Z,assault,,Fraser Coast,gay,"Ian Roberts, a former rugby league player, revealed that a brutal gay bashing incident upended his life.",high,,-25.3416002,152.8006734,,,
"Man Arrested For Beating , Robbing Gay Men Using Dating Apps",https://www.out.com/crime/2021/4/06/man-arrested-beating-robbing-gay-men-using-dating-apps,20210406T204500Z,assault,2021-04-06,New York City,gay,"A man was arrested for beating and robbing gay men using dating apps, threatening them with violence.",high,Man arrested for the attacks,40.7510405,-73.9755221,,,
Police arrest two after Israel flag featuring Nazi SWASTIKA is put up at Royal Holloway University,https://www.dailymail.co.uk/news/article-9601027/Police-arrest-two-Israel-flag-featuring-Nazi-SWASTIKA-Royal-Holloway-University.html,20210520T163000Z,vandalism,,Royal Holloway University,general_lgbtiq,Police arrested two individuals after an Israel flag featuring a Nazi swastika was put up at Royal Holloway University.,medium,,,,,,
Calls to ban the Nazi swastika in Queensland after train vandalism,https://www.brisbanetimes.com.au/politics/queensland/calls-to-ban-the-nazi-swastika-in-queensland-after-train-vandalism-20210513-p57rk6.html,20210513T114500Z,vandalism,,Brisbane,general_lgbtiq,A train carriage in Brisbane has been vandalised with a Nazi slogan amid claims anti-Semitism is rising in the community.,medium,,-27.4689623,153.0235009,,,
George Floyd statue vandalised police investigating Brooklyn hate crime,https://www.9news.com.au/world/george-floyd-statue-vandalised-police-investigating-brooklyn-hate-crime/9a5bd3a0-1a27-4258-b317-6e24e038c22f,20210625T070000Z,vandalism,,Brooklyn,unknown,"A statue of George Floyd was vandalized in Brooklyn, with police investigating it as a hate crime.",medium,,-33.5479285,151.2260175,,,
4th Texas Man Pleads Guilty to 2017 Grindr Robberies and Assaults,https://www.out.com/crime/2021/6/08/4th-texas-man-pleads-guilty-2017-grindr-robberies-and-assaults,20210608T180000Z,assault,2017-06-08,Texas,gay,"Daniel Jenkins pleaded guilty to his involvement in 2017 Grindr robberies and assaults in Texas. The attacks were described as gruesome, and Jenkins faces a lengthy prison term.",high,,-28.853678,151.1868303,,,
Raymond Keam : Police offer $1 million for information on gay hate murder,https://www.pinknews.co.uk/2021/06/02/raymond-keam-sydney-australia-gay-hate-crime-murder-reward/,20210602T211500Z,murder,,Sydney,gay,"Police are offering a $1 million reward for information on the murder of Raymond Keam, a gay man who was killed in Sydney. The case is being investigated as a hate crime.",high,,-33.8698439,151.2082848,,,
2021 set to become deadliest year on record for trans Americans,https://www.axios.com/trans-killings-america-deadliest-01b10dd4-b7e7-467f-8b8a-36adcf321b57.html,20210612T150000Z,assault,2021-09-15,United States,transgender,2021 is on track to be the deadliest year for trans Americans with a significant increase in violent attacks and murders targeting the transgender community.,high,,,,,,
Andrew Dymock : The neo - Nazi exposed by the BBC,https://www.bbc.co.uk/news/uk-57406673,20210611T151500Z,hate_speech,,UK,general_lgbtiq,"Andrew Dymock, a neo-Nazi leader, was exposed by the BBC for leading two banned neo-Nazi terror groups. He promoted hate speech against various marginalized communities including the LGBTIQ+ community.",high,Andrew Dymock,,,,,
"जॉर्जिया : प्राइड परेड के पहले हिंसा , पत्रकारों समेत कई घायल | दुनिया | DW",https://www.dw.com/hi/georgia-lgbt-pride-organisers-say-just-trying-to-survive-after-violence/a-58170933,20210706T090000Z,assault,2021-07-06,जॉर्जिया (Georgia),general_lgbtiq,"Violence broke out in Georgia ahead of a Pride parade, leaving several people injured, including journalists. LGBTIQ+ community organizers expressed fear for their safety in the aftermath of the attack.",high,,,,,,
Sam Newman mocks transgender community in lewd tirade,https://www.dailymail.co.uk/news/melbourne/article-9766811/Sam-Newman-mocks-transgender-community-lewd-tirade.html,20210708T021500Z,hate_speech,,Melbourne,transgender,"Sam Newman mocked the transgender community in a lewd tirade, sparking controversy and backlash.",medium,Sam Newman,-37.8142454,144.9631732,,,
Gay man trapped in Afghanistan says Taliban  hunting us and will enjoy killing u - World News,https://www.mirror.co.uk/news/world-news/gay-man-trapped-afghanistan-says-24854613,20210827T161500Z,threat,,Afghanistan,gay,A gay man trapped in Afghanistan has reported that the Taliban is hunting LGBTQ+ individuals and threatening to kill them.,high,Taliban,-30.5160611,151.6652368,,,
Father jailed after beating son for sitting on boy lap,https://www.pinknews.co.uk/2021/08/25/father-jailed-son-lap-gay/,20210825T160000Z,assault,,not specified,unknown,A father was jailed after beating his son for sitting on another boy's lap. The incident involved physical violence within the family.,high,Father,,,,,
"Brutal dad beats  gay  son , 6 , after he spotted him sitting on another boy lap",https://www.dailystar.co.uk/news/world-news/brutal-dad-beats-gay-son-24831756,20210825T000000Z,assault,,not specified,gay,A brutal incident where a father beat his 6-year-old gay son after seeing him sitting on another boy's lap.,high,Father,,,,,
A Man Pleaded Guilty to Beating His 6 - Year - Old Son for  Acting Gay  ,https://www.out.com/crime/2021/8/24/man-pleaded-guilty-beating-his-6-year-old-son-acting-gay,20210824T211500Z,assault,2021-08-24,not specified,gay,A man pleaded guilty to beating his 6-year-old son for 'acting gay'. The father is now facing jail time for the heinous act.,high,Father of the victim,,,,,
Australia : Men pretend to be gay to lure and rape woman,https://www.pinknews.co.uk/2021/08/13/straight-men-rape-woman-pretend-gay/,20210813T180000Z,assault,,not specified,woman,Men pretended to be gay to lure and rape a woman,high,Men who pretended to be gay,,,,,
Jewish man faces attack in Australia while walking with son to synagogue,https://www.clevelandjewishnews.com/jns/jewish-man-faces-attack-in-australia-while-walking-with-son-to-synagogue/article_c7966eb0-d009-522b-9f7b-03d981678a07.html,20210903T204500Z,assault,,"Brisbane, Queensland",Jewish,A 48-year-old Jewish man was attacked in Australia while walking with his son to synagogue. The victim described the assailant's eyes as filled with hate towards him.,medium,Assailant described as having hate towards the victim,-27.4689623,153.0235009,,,
Sydney Hairdresser Pleads Guilty To Slapping Stonewall Hotel Security Guard,https://www.starobserver.com.au/news/sydney-hairdresser-pleads-guilty-to-slapping-stonewall-hotel-security-guard/205952,20210924T124500Z,assault,,"Stonewall Hotel, Sydney",unknown,A Sydney hairdresser pleaded guilty to slapping a security guard at Stonewall Hotel and was sentenced to a two-year conditional release order without conviction.,low,,-33.880408,151.2162818,,,
Australian synagogue targeted with Nazi flag on Shabbat,https://www.israelnationalnews.com/News/News.aspx/316115,20211101T151500Z,vandalism,,Australian synagogue,general_lgbtiq,"An Australian synagogue was targeted with a Nazi flag on Shabbat, causing distress and concern within the LGBTIQ+ community.",medium,,-37.8149064,144.9596486,,,
Indian deported from Australia for assault on Sikhs gets hero welcome,https://www.telegraphindia.com/india/indian-deported-from-australia-for-assault-on-sikhs-gets-heros-welcome/cid/1835079,20211019T033000Z,assault,,New South Wales,Sikhs,Vishal Jood was arrested by New South Wales police in April after an investigation revealed his alleged connection to a series of targeted attacks on Sikhs.,high,Indian man deported from Australia,-31.8759835,147.2869493,,,
"Another Homophobic Attack In united kingdom , Victim Hit With Bottle For Holding Hands With Another Man",https://www.starobserver.com.au/news/another-homophobic-attack-in-uk-victim-hit-with-bottle-for-holding-hands-with-another-man/206367,20211014T120000Z,assault,,Birmingham,gay,A 38-year-old man was attacked in Birmingham for holding hands with another man.,medium,,-32.8927778,151.69,,,
Bulgarian Presidential Candidate Accused Of Attack On LGBT Center Loses Immunity,https://www.rferl.org/a/bulgaria-rasate-lgbt-attack/31540213.html,20211101T213000Z,attack,,LGBT Center in Bulgaria,LGBTQ+,Bulgarian Presidential candidate accused of attacking an LGBT Center,high,Bulgarian Presidential candidate,,,,,
Investigation revealed evil and violence directed at gay men across Sydney,https://www.smh.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211021T220000Z,violence,,Sydney CBD,gay men,Investigation revealed evil and violence directed at gay men across Sydney CBD.,high,,-33.8747234,151.2053644,,,
"Bondi Badlands podcast : Investigation reveals evil , violence directed at Sydney gay men",https://www.brisbanetimes.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211022T000000Z,murder,1987-1993,Sydney,gay,"Between 1987 and 1993, up to 20 gay men were murdered across Sydney, many of which were dismissed as suicides or deaths by misadventure.",high,,-33.8698439,151.2082848,,,
"In NYT , Nur Sajat alleges molest during Jais arrest , says officer told mum OK to sexually assault  man  | Malaysia",https://www.malaymail.com/news/malaysia/2021/10/20/in-nyt-nur-sajat-alleges-molest-during-jais-arrest-says-officer-told-mum-ok/2014804,20211020T143000Z,assault,2021-10-20,Selangor,transgender,Transgender entrepreneur Nur Sajat Kamaruzzaman alleges that she was touched on her breasts and private parts while being arrested by Selangor authorities.,medium,Officer allegedly told Nur Sajat's mother it was okay to sexually assault her,-27.4804241,153.0963916,,,
Vandals Deface Adelaide Rainbow Pride Walk With Homophobic Graffiti,https://www.starobserver.com.au/news/vandals-deface-adelaides-rainbow-pride-walk-with-homophobic-graffiti/206273,20211008T093000Z,vandalism,,Adelaide's Rainbow Pride Walk,LGBTQI+,"Vandals defaced Adelaide's Rainbow Pride Walk with homophobic graffiti, sparking anger within the LGBTQI+ communities in Adelaide.",medium,,,,,,
Swastika painted on Queensland Labor MP office window days after it was  smashed by anti - vaxxer  ,https://www.dailymail.co.uk/news/article-10202951/Swastika-painted-Queensland-Labor-MPs-office-window-days-smashed-anti-vaxxer.html,20211115T111500Z,vandalism,,Queensland Labor MP office window,general_lgbtiq,A swastika was painted on the window of a Queensland Labor MP office days after it was smashed by an anti-vaxxer.,medium,,,,,,
Lesbian Couple Murdered in Mexico,https://www.starobserver.com.au/news/lesbian-couple-murdered-in-mexico/209195,20220122T003000Z,murder,,Ciudad Juárez,lesbian,"Lesbian couple Nohemí Medina Martínez and Tania Montes Hernandez were tortured, shot dead and dismembered in Ciudad Juárez. Their bodies were left in plastic bags along the Juarez-El Porvenir Highway.",high,,31.6522182,-106.4567114,,,
