title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
2021 on pace to be deadliest yet for trans and gender non - conforming Americans,https://www.theguardian.com/world/2021/jun/14/us-trans-transgender-deaths-2021,20210614T183000Z,assault,,United States,transgender,"2021 is on pace to be the deadliest year for trans and gender non-conforming Americans, with at least 28 killings recorded so far by the Human Rights Campaign.",high,,,
2021 set to become deadliest year on record for trans Americans,https://www.axios.com/trans-killings-america-deadliest-01b10dd4-b7e7-467f-8b8a-36adcf321b57.html,20210612T150000Z,assault,2021-09-15,United States,transgender,2021 is on track to be the deadliest year for trans Americans with a significant increase in violent attacks and murders targeting the transgender community.,high,,,
Andrew Dymock : The neo - Nazi exposed by the BBC,https://www.bbc.co.uk/news/uk-57406673,20210611T151500Z,hate_speech,,UK,general_lgbtiq,"Andrew Dymock, a neo-Nazi leader, was exposed by the BBC for leading two banned neo-Nazi terror groups. He promoted hate speech against various marginalized communities including the LGBTIQ+ community.",high,Andrew Dymock,,
"जॉर्जिया : प्राइड परेड के पहले हिंसा , पत्रकारों समेत कई घायल | दुनिया | DW",https://www.dw.com/hi/georgia-lgbt-pride-organisers-say-just-trying-to-survive-after-violence/a-58170933,20210706T090000Z,assault,2021-07-06,जॉर्जिया (Georgia),general_lgbtiq,"Violence broke out in Georgia ahead of a Pride parade, leaving several people injured, including journalists. LGBTIQ+ community organizers expressed fear for their safety in the aftermath of the attack.",high,,,
Sam Newman mocks transgender community in lewd tirade,https://www.dailymail.co.uk/news/melbourne/article-9766811/Sam-Newman-mocks-transgender-community-lewd-tirade.html,20210708T021500Z,hate_speech,,Melbourne,transgender,"Sam Newman mocked the transgender community in a lewd tirade, sparking controversy and backlash.",medium,Sam Newman,-37.8142454,144.9631732
Gay man trapped in Afghanistan says Taliban  hunting us and will enjoy killing u - World News,https://www.mirror.co.uk/news/world-news/gay-man-trapped-afghanistan-says-24854613,20210827T161500Z,threat,,Afghanistan,gay,A gay man trapped in Afghanistan has reported that the Taliban is hunting LGBTQ+ individuals and threatening to kill them.,high,Taliban,-30.5160611,151.6652368
Father jailed after beating son for sitting on boy lap,https://www.pinknews.co.uk/2021/08/25/father-jailed-son-lap-gay/,20210825T160000Z,assault,,not specified,unknown,A father was jailed after beating his son for sitting on another boy's lap. The incident involved physical violence within the family.,high,Father,,
"Brutal dad beats  gay  son , 6 , after he spotted him sitting on another boy lap",https://www.dailystar.co.uk/news/world-news/brutal-dad-beats-gay-son-24831756,20210825T000000Z,assault,,not specified,gay,A brutal incident where a father beat his 6-year-old gay son after seeing him sitting on another boy's lap.,high,Father,,
A Man Pleaded Guilty to Beating His 6 - Year - Old Son for  Acting Gay  ,https://www.out.com/crime/2021/8/24/man-pleaded-guilty-beating-his-6-year-old-son-acting-gay,20210824T211500Z,assault,2021-08-24,not specified,gay,A man pleaded guilty to beating his 6-year-old son for 'acting gay'. The father is now facing jail time for the heinous act.,high,Father of the victim,,
Australia : Men pretend to be gay to lure and rape woman,https://www.pinknews.co.uk/2021/08/13/straight-men-rape-woman-pretend-gay/,20210813T180000Z,assault,,not specified,woman,Men pretended to be gay to lure and rape a woman,high,Men who pretended to be gay,,
Jewish man attacked in Australia walking with son to synagogue,https://www.americanisraelite.com/news/international_news/article_489e3166-1579-11ec-baf2-57bcfb985d11.html,20210916T133000Z,assault,,Bondi Junction,Jewish,A Jewish man was attacked while walking with his son to synagogue in Bondi Junction.,medium,,-33.8930034,151.2501228
Jewish man faces attack in Australia while walking with son to synagogue,https://ejpress.org/jewish-man-faces-attack-in-australia-while-walking-with-son-to-synagogue/,20210906T100000Z,assault,,Australia,Jewish,A Jewish man was attacked in Australia while walking with his son to the synagogue. The incident highlights the issue of religious-based hate crimes.,medium,,,
Jewish man faces attack in Australia while walking with son to synagogue,https://www.clevelandjewishnews.com/jns/jewish-man-faces-attack-in-australia-while-walking-with-son-to-synagogue/article_c7966eb0-d009-522b-9f7b-03d981678a07.html,20210903T204500Z,assault,,"Brisbane, Queensland",Jewish,A 48-year-old Jewish man was attacked in Australia while walking with his son to synagogue. The victim described the assailant's eyes as filled with hate towards him.,medium,Assailant described as having hate towards the victim,-27.4689623,153.0235009
Sydney Hairdresser Pleads Guilty To Slapping Stonewall Hotel Security Guard,https://www.starobserver.com.au/news/sydney-hairdresser-pleads-guilty-to-slapping-stonewall-hotel-security-guard/205952,20210924T124500Z,assault,,"Stonewall Hotel, Sydney",unknown,A Sydney hairdresser pleaded guilty to slapping a security guard at Stonewall Hotel and was sentenced to a two-year conditional release order without conviction.,low,,-33.880408,151.2162818
Australian synagogue targeted with Nazi flag on Shabbat,https://www.israelnationalnews.com/News/News.aspx/316115,20211101T151500Z,vandalism,,Australian synagogue,general_lgbtiq,"An Australian synagogue was targeted with a Nazi flag on Shabbat, causing distress and concern within the LGBTIQ+ community.",medium,,-37.8149064,144.9596486
Indian deported from Australia for assault on Sikhs gets hero welcome,https://www.telegraphindia.com/india/indian-deported-from-australia-for-assault-on-sikhs-gets-heros-welcome/cid/1835079,20211019T033000Z,assault,null,New South Wales,Sikhs,Vishal Jood was arrested by New South Wales police in April after an investigation revealed his alleged connection to a series of targeted attacks on Sikhs.,high,Indian man deported from Australia,-31.8759835,147.2869493
"Another Homophobic Attack In united kingdom , Victim Hit With Bottle For Holding Hands With Another Man",https://www.starobserver.com.au/news/another-homophobic-attack-in-uk-victim-hit-with-bottle-for-holding-hands-with-another-man/206367,20211014T120000Z,assault,,Birmingham,gay,A 38-year-old man was attacked in Birmingham for holding hands with another man.,medium,,-32.8927778,151.69
Bulgarian Presidential Candidate Accused Of Attack On LGBT Center Loses Immunity,https://www.rferl.org/a/bulgaria-rasate-lgbt-attack/31540213.html,20211101T213000Z,attack,,LGBT Center in Bulgaria,LGBTQ+,Bulgarian Presidential candidate accused of attacking an LGBT Center,high,Bulgarian Presidential candidate,,
NSW Police Officer Jailed For Assaulting Sydney Trans Woman Anya Bradford,https://www.starobserver.com.au/news/nsw-police-officer-jailed-for-assaulting-sydney-trans-woman-anya-bradford/206629,20211028T051500Z,assault,2019-XX-XX,Liverpool pub,transgender,"NSW Police Officer Senior Constable Mark Follington assaulted Sydney-based transgender woman Anya Bradford at a Liverpool pub in 2019, resulting in him being jailed for at least 18 months.",high,Senior Constable Mark Follington,,
Adelaide Man Who Knocked Out and Robbed Man For  Gay Advance  Jailed,https://www.starobserver.com.au/news/adelaide-man-who-knocked-out-and-robbed-man-for-gay-advance-jailed/206562,20211024T101500Z,assault,,Adelaide,gay,Adelaide man Adam Thomas Warren (32) knocked out and robbed another man after the victim allegedly made a 'gay advance' by talking and trying to suck on his neck. The incident resulted in Warren attacking the victim.,high,Adam Thomas Warren (32),,
"Bondi Badlands podcast : Investigation reveals evil , violence directed at Sydney gay men",https://www.theage.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211022T001500Z,violence,,"Bondi Badlands, Sydney",gay men,Investigation reveals evil and violence directed at Sydney gay men as detailed in the Bondi Badlands podcast.,high,,,
"Bondi Badlands podcast : Investigation reveals evil , violence directed at Sydney gay men",https://www.brisbanetimes.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211022T000000Z,murder,1987-1993,Sydney,gay,"Between 1987 and 1993, up to 20 gay men were murdered across Sydney, many of which were dismissed as suicides or deaths by misadventure.",high,,,
Investigation revealed evil and violence directed at gay men across Sydney,https://www.smh.com.au/national/investigation-revealed-evil-and-violence-directed-at-gay-men-across-sydney-20211021-p5924b.html,20211021T220000Z,violence,,Sydney CBD,gay men,Investigation revealed evil and violence directed at gay men across Sydney CBD.,high,,,
"In NYT , Nur Sajat alleges molest during Jais arrest , says officer told mum OK to sexually assault  man  | Malaysia",https://www.malaymail.com/news/malaysia/2021/10/20/in-nyt-nur-sajat-alleges-molest-during-jais-arrest-says-officer-told-mum-ok/2014804,20211020T143000Z,assault,2021-10-20,Selangor,transgender,Transgender entrepreneur Nur Sajat Kamaruzzaman alleges that she was touched on her breasts and private parts while being arrested by Selangor authorities.,medium,Officer allegedly told Nur Sajat's mother it was okay to sexually assault her,-27.4804241,153.0963916
Vandals Deface Adelaide Rainbow Pride Walk With Homophobic Graffiti,https://www.starobserver.com.au/news/vandals-deface-adelaides-rainbow-pride-walk-with-homophobic-graffiti/206273,20211008T093000Z,vandalism,,Adelaide's Rainbow Pride Walk,LGBTQI+,"Vandals defaced Adelaide's Rainbow Pride Walk with homophobic graffiti, sparking anger within the LGBTQI+ communities in Adelaide.",medium,,,
  Straight  Man Stabs Gay Man For Refusing To Reciprocate Oral Sex,https://www.starobserver.com.au/news/straight-man-stabs-gay-man-for-refusing-to-reciprocate-oral-sex/207127,20211126T003000Z,assault,,Liverpool,gay,"Stephen Taylor, a 24-year-old from Liverpool, was jailed for attacking a man in a homophobic rage, just after they had sex.",high,"Stephen Taylor, 24-year-old",-33.9525886,150.898844
Man Sentenced To Six And A Half Years In Prison Over Perth Gay Bashings,https://www.starobserver.com.au/news/man-sentenced-to-six-and-a-half-years-in-prison-over-perth-gay-bashings/207064,20211119T221500Z,assault,,Gosnells,gay,"Tyler Dean Borinelli (26) lured two men through the gay dating app Scruff to isolated construction sites in Gosnells, where they were viciously attacked. One of the victims suffered potential life-threatening injuries.",high,Tyler Dean Borinelli (26),-32.0673135,115.9977304
Swastika painted on Queensland Labor MP office window days after it was  smashed by anti - vaxxer  ,https://www.dailymail.co.uk/news/article-10202951/Swastika-painted-Queensland-Labor-MPs-office-window-days-smashed-anti-vaxxer.html,20211115T111500Z,vandalism,,Queensland Labor MP office window,general_lgbtiq,A swastika was painted on the window of a Queensland Labor MP office days after it was smashed by an anti-vaxxer.,medium,,,
Malaysian transgender cosmetics entrepreneur says she was  beaten and stamped on  by officers,https://www.dailymail.co.uk/femail/article-10230267/Malaysian-transgender-cosmetics-entrepreneur-says-beaten-stamped-officers.html,20211122T164500Z,assault,,Malaysia,transgender,A Malaysian transgender cosmetics entrepreneur reported being beaten and stamped on by officers.,high,Officers,-33.8665872,151.1660363
Andy Meddick transgender daughter Kielan attacked on the street | news . com . au Australia leading news site,https://www.news.com.au/national/victoria/andy-meddicks-daughter-kielan-attacked-on-the-street/news-story/3b9a619864793bed195d8227d875d319,20211119T053000Z,assault,,street,transgender,Andy Meddick's transgender daughter Kielan was attacked on the street.,medium,,41.8344284,-87.8352012
"Victorian MP Trans Daughter Attacked Over Pandemic Bill , Hospitalised",https://www.starobserver.com.au/news/victorian-mps-trans-daughter-attacked-over-pandemic-bill-hospitalised/207059,20211119T074500Z,assault,,"Smith Street, Collingwood",transgender,Victorian MP Andy Meddick's daughter Kielan was chased and attacked by a man for being 'political' on Smith Street. The staff of drag bar The 86 came to her aid.,medium,,-37.7967141,144.9846599
Neo - Nazis Attack Gay Bar In Ukraine,https://www.starobserver.com.au/news/neo-nazis-attack-gay-bar-in-ukraine/207538,20211203T014500Z,assault,,"HvLv, Kyiv",general_lgbtiq,"A group of 20 men, identified as neo-Nazis, attacked a gay bar in Ukraine's capital city Kyiv. They were chanting racist and homophobic slogans during the assault, which was captured on camera.",high,Neo-Nazis,,
Lesbian Couple Murdered in Mexico,https://www.starobserver.com.au/news/lesbian-couple-murdered-in-mexico/209195,20220122T003000Z,murder,,Ciudad Juárez,lesbian,"Lesbian couple Nohemí Medina Martínez and Tania Montes Hernandez were tortured, shot dead and dismembered in Ciudad Juárez. Their bodies were left in plastic bags along the Juarez-El Porvenir Highway.",high,,31.6522182,-106.4567114
Scott White guilty plea comes 33 - years after  gay hate  murder of Scott Johnsons | news . com . au Australia leading news site,https://www.news.com.au/national/nsw-act/courts-law/scott-whites-guilty-plea-comes-33years-after-gay-hate-murder-of-scott-johnsons/news-story/50eb7b1c3b59e5792afde3422cbc6c57,20220116T001500Z,murder,,"Manly, Sydney",gay,"Scott White pleaded guilty to the 'gay hate' murder of Scott Johnson 33 years after the crime took place in Manly, Sydney.",high,Scott White,-33.7977424,151.2889403
Australian man pleads guilty in 1988 murder of American man,https://www.ksbw.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220115T001500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime.,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.ketv.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T220000Z,murder,1988-XX-XX,not specified,gay,"Australian man pleads guilty to killing American man, a Harvard mathematician, in 1988 in a gay hate crime.",high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.kcci.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T194500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.wmur.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T190000Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime.,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.wdsu.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T190000Z,murder,1988-XX-XX,not specified,gay,"An Australian man has pleaded guilty to the 1988 murder of an American man, who was a Harvard mathematician. The murder was classified as a gay hate crime.",high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.kmbc.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T184500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.koco.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T184500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime.,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.wisn.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T184500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime.,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.wyff4.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T184500Z,murder,1988-XX-XX,not specified,gay,"An Australian man has pleaded guilty to the 1988 murder of an American man, who was a Harvard mathematician. The murder was classified as a gay hate crime.",high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.wlwt.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T180000Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing American man in 1988 in a gay hate crime,high,Australian man,,
Australian man pleads guilty in 1988 murder of American man,https://www.kcra.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38768721,20220114T180000Z,murder,1988-XX-XX,not specified,gay,"An Australian man has pleaded guilty to the 1988 murder of an American man, who was a Harvard mathematician. The murder was classified as a gay hate crime.",high,Australian man,,
Dark secret behind Sydney 23 gay hate murders as killer makes shock guilty plea,https://www.dailymail.co.uk/news/article-10400443/Dark-secret-Sydneys-23-gay-hate-murders-killer-makes-shock-guilty-plea.html,20220114T143000Z,murder,,Sydney,gay,"The article discusses the dark secret behind 23 gay hate murders in Sydney, with a killer making a shock guilty plea.",high,Killer who made the guilty plea,-33.8698439,151.2082848
"Laffaire du meurtre homophobe de Scott Johnson , en Australie , enfin résolue après 33 ans",https://www.parismatch.com/Actu/Faits-divers/L-affaire-du-meurtre-homophobe-de-Scott-Johnson-en-Australie-enfin-resolue-apres-33-ans-1781592,20220114T140000Z,murder,,Australia,gay,The homophobic murder case of Scott Johnson in Australia has finally been solved after 33 years.,high,,,
Australian Admits to Killing Gay U . S . Man Whose Death Was Dismissed By Police as Suicide,https://www.newsweek.com/australian-admits-killing-gay-us-man-whose-death-was-dismissed-police-suicide-1669256,20220114T001500Z,murder,,U.S.,gay,An Australian man admitted to killing a gay U.S. man whose death was initially dismissed by police as suicide.,high,Australian man,38.2608339,-104.6595114
Accused Killer Confesses to 1988 Murder of Gay American Scott Johnson,https://www.starobserver.com.au/news/accused-killer-confesses-to-1988-murder-of-gay-american-scott-johnson/208852,20220114T000000Z,murder,1988-XX-XX,Sydney-side cliff,gay,"The man accused of murdering gay American Scott Johnson, whose body was discovered at the bottom of a Sydney-side cliff, was convicted Thursday, after admitting to the 1988 killing.",high,,,
Man Admits to Cold Case Murder of Gay Student After Over 30 Years,https://www.out.com/crime/2022/1/13/australian-man-pleads-guilty-cold-case-gay-murder-sydney-manly-cliffs-hate-crime-scott-johnson,20220113T221500Z,murder,2022-01-13,not specified,gay,A man has admitted to the cold case murder of a gay student after over 30 years. The case was one of the dozens of gay men who were killed during that time period.,high,not specified,,
Australian man pleads guilty to anti - gay hate crime in murder of American who plunged from cliff in 1988,https://www.cbsnews.com/news/scott-johnson-murder-scott-white-guilty-plea-gay-hate-crime-fall-australia-cliff-1988/,20220113T183000Z,murder,1988-XX-XX,cliff in Australia,gay,"An Australian man pleaded guilty to an anti-gay hate crime in the murder of an American who plunged from a cliff in 1988. The perpetrator, Scott White, admitted to the hate crime in court.",high,Scott White,,
Australian Man Convicted Over the 1988 Murder of Gay American,https://www.advocate.com/crime/2022/1/13/australian-man-convicted-over-1988-murder-gay-american-scott-johnson,20220113T173000Z,murder,1988-01-13,bottom of a cliff,gay,"Australian man convicted over the 1988 murder of a gay American named Scott Johnson, whose remains were found at the bottom of a cliff. Police initially reported the death as a suicide before Johnson's brother campaigned for a more thorough investigation.",high,Australian man,,
Sydney man admits killing gay American mathematician in 1988,http://www.nydailynews.com/news/world/ny-sydney-man-admits-killing-gay-mathematician-scott-johnson-white-20220113-7adswa3ysrhjzb5ne5a3l5um6y-story.html,20220113T164500Z,killing,1988-XX-XX,Sydney,gay,A Sydney man admitted to killing a gay American mathematician in 1988.,high,Sydney man,-33.8698439,151.2082848
Australian Man Convicted of Killing Gay American in 1980s,https://www.nytimes.com/2022/01/13/world/australia/scott-johnson-australia-gay-killing-confession.html,20220113T124500Z,killing,1980s,not specified,gay,An Australian man was convicted of killing a gay American in the 1980s.,high,Australian man,,
Bra tycoon Michelle Mone sued $378K over  racist  WhatsApp message,https://www.dailytelegraph.com.au/entertainment/celebrity/bra-tycoon-michelle-mone-sued-for-378k-over-racist-message/news-story/5488a669c0f304fb312c789f746f88e1?nk=579b6f037e45b07e207796901b1be343-1641954698,20220112T024500Z,hate_speech,,not specified,unknown,Bra tycoon Michelle Mone is being sued for $378K over a 'racist' WhatsApp message she allegedly sent.,medium,Michelle Mone,,
Bra tycoon Michelle Mone sued $378K over  racist  WhatsApp message,https://www.dailytelegraph.com.au/entertainment/celebrity/bra-tycoon-michelle-mone-sued-for-378k-over-racist-message/news-story/5488a669c0f304fb312c789f746f88e1?nk=5b63bb973d02d6cc6b045bef9d7f33eb-1641952028,20220112T020000Z,hate_speech,,not specified,unknown,Bra tycoon Michelle Mone is being sued for $378K over a 'racist' WhatsApp message.,medium,,,
Bra tycoon Michelle Mone sued $378K over  racist  WhatsApp message,https://www.couriermail.com.au/entertainment/celebrity/bra-tycoon-michelle-mone-sued-for-378k-over-racist-message/news-story/5488a669c0f304fb312c789f746f88e1?nk=66d00d2941e79fe729b44b210343bfee-1641946634,20220112T003000Z,hate_speech,,WhatsApp message,unknown,Bra tycoon Michelle Mone sued $378K over alleged racist WhatsApp message.,medium,,,
"Whipped , gang - raped : LGBTIQ+ people under  grave threat  in Afghanistan , report reveals",https://www.sbs.com.au/news/whipped-gang-raped-lgbtiq-people-under-grave-threat-in-afghanistan-report-reveals/bc4cebe4-72ba-4c62-981a-d0a3272c33f1,20220127T041500Z,assault,,Afghanistan,LGBTIQ+,"Report reveals instances of LGBTIQ+ individuals being whipped and gang-raped in Afghanistan, highlighting the grave threat they face in the country.",high,,-30.5160611,151.6652368
Brother of man murdered in 1988 Sydney gay hate crime relieved at killer guilty plea,https://www.sbs.com.au/news/brother-of-man-murdered-in-1988-sydney-gay-hate-crime-relieved-at-killer-s-guilty-plea/bfd66558-ab12-4d62-a224-10228bd83bbe,20220114T071500Z,murder,1988-XX-XX,Sydney,gay,Brother of a man murdered in a 1988 Sydney gay hate crime is relieved at the killer's guilty plea.,high,Killer pleaded guilty,-33.8698439,151.2082848
Australian man pleads guilty to killing Harvard mathematician in 1988 gay hate crime,https://www.wcvb.com/article/australian-man-pleads-guilty-to-killing-harvard-mathematician-in-1988-gay-hate-crime/38758501,20220113T181500Z,murder,1988-XX-XX,not specified,gay,Australian man pleads guilty to killing Harvard mathematician in 1988 gay hate crime,high,Australian man,,
Josh Cavallo Calls Out Homophobic Abuse,https://www.starobserver.com.au/news/josh-cavallo-calls-out-homophobic-abuse/208667,20220110T044500Z,hate_speech,,"AAMI Park, Melbourne",gay,Professional footballer Josh Cavallo called out homophobic abuse directed at him during an A-League match between Adelaide United FC and Melbourne Victory at AAMI Park.,medium,,-37.8251047,144.983743
Homophobic Attack On Student Outside Gay Nightclub Shocks London,https://www.starobserver.com.au/news/homophobic-attack-on-student-outside-gay-nightclub-shocks-london/210126,20220218T083000Z,assault,,London,gay,"Harry Batt, a bio-medical student was waiting for a bus home after a night of partying at a popular London gay nightclub Heaven, when a woman launched an unprovoked attack.",medium,woman,-27.4839177,153.0019892
Neil Armfield Reveals He Almost Died In A 1986 Gay Hate Attack In Sydney,https://www.starobserver.com.au/news/neil-armfield-reveals-he-almost-died-in-a-1986-gay-hate-attack-in-sydney/210007,20220216T041500Z,assault,1986-XX-XX,"Moore Park, Sydney",gay,"Neil Armfield, an Order Of Australia awardee and Adelaide Festival co-director, revealed that he almost died in a gay hate attack by a gang of five youth in Sydney's Moore Park in 1986.",high,gang of five youth,-33.8958333,151.2219444
Florida Man Arrested For Trying to  Cut The Gay Out  of His Brother,https://www.starobserver.com.au/news/florida-man-arrested-for-trying-to-cut-the-gay-out-of-his-brother/210485,20220301T134500Z,assault,,Florida,gay,A Florida man was arrested for attacking his brother with a knife and trying to 'cut the gay out of him.',high,Brother,-31.4559422,146.3724181
"Four LGBT Cambridge Students Attacked , One in Hospital",https://www.starobserver.com.au/news/lgbt-students-assaulted-at-university-of-cambridge-one-in-hospital/210469,20220228T143000Z,assault,2023-02-23,University of Cambridge,LGBT,"Four University of Cambridge students were attacked, putting one in the hospital, in an apparent homophobic assault.",high,,-31.926391,115.7886428
"Man , 74 , Pleads Guilty To Threatening To Bomb New York Pride , LGBT Businesses",https://www.starobserver.com.au/news/man-74-pleads-guilty-to-threatening-to-bomb-new-york-pride-lgbt-businesses/210417,20220225T100000Z,threat,,New York City,LGBTQI+,74-year-old Long Island resident Robert Fehring pleaded guilty to sending over 20 letters threatening to bomb the 2021 NYC Pride parade and carry out terror attacks on LGBTQI businesses.,high,Robert Fehring,40.7510405,-73.9755221
Monash Council Votes To Fly Pride Flag To Condemn Homophobic Incidents,https://www.starobserver.com.au/news/monash-council-votes-to-fly-pride-flag-to-condemn-homophobic-incidents/210371,20220225T011500Z,assault,,Ashwood,gay,Monash City council passed a motion condemning homophobia after Victoria Police arrested six teenagers for a series of gay bashing attacks in the parklands in Ashwood.,high,six teenagers,-37.866672,145.1022346
"Sydney Teens Arrested , Charged With Attacks On Gay Men",https://www.starobserver.com.au/news/sydney-teens-arrested-charged-with-attacks-on-gay-men/209981,20220215T040000Z,assault,2022-02-15,City of Sydney,gay,Two teenage boys were arrested for allegedly carrying out brazen homophobic attacks in the City of Sydney. The gay victims were egged and bashed.,medium,,-33.8681804,151.2116706
Police Arrest Six Boys Over Gay Bashing Attacks In Melbourne,https://www.starobserver.com.au/news/police-arrest-six-boys-over-gay-bashing-attacks-in-melbourne/209703,20220206T011500Z,assault,,Ashwood,gay,Six boys aged between 14 and 19 were arrested for allegedly carrying out homophobic attacks on gay men after luring them on gay dating apps to parklands around the suburb of Ashwood in Melbourne.,high,,-37.866672,145.1022346
Three Convicted Over  Homophobic  Murder Of Welsh Psychiatrist,https://www.starobserver.com.au/news/three-convicted-over-homophobic-murder-of-welsh-psychiatrist/209680,20220205T014500Z,assault,null,Cardiff’s Bute Park,gay,"Three individuals fatally gay bashed a 54-year-old father of two, Dr. Gary Jenkins, in Cardiff’s Bute Park last July.",high,"Lee Strickland, 36, Jason Edwards, 25, and Dionne Timms-Williams, 17",,
Man Assaults Melbourne Trans Woman Ash Jackson Who Left Anti - Vax Movement,https://www.starobserver.com.au/news/man-assaults-melbourne-trans-woman-who-left-anti-vax-movement/211118,20220317T031500Z,assault,,Melbourne,transgender,"Melbourne-based trans woman Ash Jackson, who had gone public with her decision to leave the anti-vax movement, was the victim of a trans hate attack. The offender is known to be violent to other women.",high,Offender is known to be violent to other women,-37.8142454,144.9631732
"Homophobic Teens Hurl Abuse At united kingdom Gay Couple , Throw Rocks At Their House",https://www.starobserver.com.au/news/homophobic-teens-hurl-abuse-at-uk-gay-couple-throw-rocks-at-their-house/211086,20220316T084500Z,harassment,,West Midlands,gay,Homophobic teens hurled abuse at UK gay couple Kieran (24) and Steven Douglas-Lane (33) and threw rocks at their house. The West Midlands police are investigating the incident as a hate crime.,medium,Teens,-30.2985388,116.0580565
Iraqi Armed Groups Target LGBT People : Human Rights Watch,https://www.starobserver.com.au/news/iraqi-armed-groups-target-lgbt-people-human-rights-watch/211550,20220330T143000Z,abduction|rape|torture|murder,,Iraq,LGBT,"Human Rights Watch has accused the Iraqi government of failing to take action against armed groups that have abducted, raped, tortured and killed LGBT people with impunity in recent years.",high,Armed groups in Iraq,-30.5160524,151.6652374
Finnish MP acquitted after  hate speech  trial over her  homophobic  tweets,https://mercatornet.com/finnish-mp-acquitted-after-hate-speech-trial-over-homophobic-tweets/78240/,20220331T043000Z,hate_speech,,Finland,unknown,Finnish MP acquitted after hate speech trial over her homophobic tweets in Finland.,low,,,
Drag Race united kingdom Star Elektra Fence Attacked By Homophobes On Train To Manchester,https://www.starobserver.com.au/news/drag-race-uk-star-elektra-fence-attacked-by-homophobes-on-train-to-manchester/212413,20220428T003000Z,assault,2022-04-24,Train to Manchester,gay,"RuPaul’s Drag Race UK star Elektra Fence was the victim of a homophobic assault on a train to Manchester on Sunday, April 24.",medium,Homophobes,,
United in the name of tolerance | Crime,https://www.theguardian.com/uk/2008/aug/03/ukcrime.sophielancaster,20220413T120000Z,assault,2007-08-11,not specified,unknown,Young goths Robert Maltby and Sophie Lancaster were brutally attacked by a teenage gang,high,teenage gang,,
"Florida Family Charged With Assaulting , Blinding Gay Man",https://www.starobserver.com.au/news/florida-family-charged-with-assaulting-blinding-gay-man/211949,20220413T071500Z,assault,,Florida,gay,Florida residents Inna Makarenko (45) her husband Yevhen Makarenko (44) and the couple's son Oleh Makarenko (21) have been charged with hate crimes for brutally attacking and blinding a 31-year-old gay man.,high,"Inna Makarenko (45), Yevhen Makarenko (44), and Oleh Makarenko (21)",-31.4559422,146.3724181
  Obscene : Josh Frydenberg election signs defaced with Nazi symbols,https://www.brisbanetimes.com.au/politics/federal/obscene-josh-frydenberg-election-signs-defaced-with-nazi-symbols-20220404-p5aarz.html,20220404T100000Z,vandalism,,"Kooyong electorate, Melbourne",Jewish,"Josh Frydenberg's election signs were defaced with Nazi symbols in the Kooyong electorate in Melbourne. Mr. Frydenberg, who was born in Australia to Jewish parents, expressed concern over the vandalism posing a threat to the community.",medium,,-37.8290406,145.0542872
