title,url,source_date,source,query
 【 官媒發聲 】 為煽暴的 「 立場 」 站台豈是維護自由 - 香港商報,http://www.hkcd.com/hkcdweb/content/2021/12/31/content_1315445.html,20211230T164500Z,hkcd.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Prince Andrew : pourquoi la condamnation de Ghislaine Maxwell pourrait lui nuire gravement,https://www.gala.fr/l_actu/news_de_stars/prince-andrew-pourquoi-la-condamnation-de-ghislaine-maxwell-pourrait-lui-nuire-gravement_483825,20211230T164500Z,gala.fr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Ultima Ora - Ultime Notizie Zazoom Social News,https://www.zazoom.it/2021-12-30/tg-economia-30-12-2021/10091235/,20211230T164500Z,zazoom.it,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Ultima Ora - Ultime Notizie Zazoom Social News,https://www.zazoom.it/2021-12-30/tottenham-conte-sul-mercato-incontrero-il-club-dobbiamo-migliorare-lloris-resta/10091260/,20211230T164500Z,zazoom.it,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
US academics stand by  scorched earth  destruction of TSMC assets if China invades Taiwan | Taiwan News,https://www.taiwannews.com.tw/en/news/4393176,20211230T161500Z,taiwannews.com.tw,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Ghislaine Maxwell list of 301 Brits in her little black book under FBI review,https://www.mirror.co.uk/news/uk-news/ghislaine-maxwells-little-black-book-25816997,20211230T161500Z,mirror.co.uk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
  Andrés debería estar temblando : acuerdo entre Epstein y la joven que acusó al príncipe se hará público en enero,https://noticialdia.com/2021/12/andres-deberia-estar-temblando-acuerdo-entre-epstein-y-la-joven-que-acuso-al-principe-se-hara-publico-en-enero/,20211230T151500Z,noticialdia.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"  Andrés debería estar temblando , los jueces revelarán el acuerdo entre Epstein y la joven que denunció al príncipe por abuso",https://www.elsalvador.com/noticias/internacional/acuerdo-entre-victima-de-abusos-del-principe-y-epstein-se-revelan/913712/2021/,20211230T143000Z,elsalvador.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2021 Editor Picks : Top 100 Iran Clips From MEMRI TV,https://www.memri.org/reports/2021-editors-picks-top-100-iran-clips-memri-tv,20211230T143000Z,memri.org,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Chomsky Blasts the  Torture  of Julian Assange & Biden Provocative Acts Against China,https://www.democracynow.org/2021/12/30/chomsky_blasts_the_torture_of_julian,20211230T134500Z,democracynow.org,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Historians Warn the GOP Is Pushing Nation Toward Trump - Based Authoritarianism,https://truthout.org/articles/historians-warn-the-gop-is-pushing-nation-toward-trump-based-authoritarianism/,20211230T133000Z,truthout.org,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
 《 立場 》 七人涉發布煽動刊物罪被捕,https://www.singtaousa.com/2021-12-30/%E3%80%8A%E7%AB%8B%E5%A0%B4%E3%80%8B%E4%B8%83%E4%BA%BA%E6%B6%89%E7%99%BC%E5%B8%83%E7%85%BD%E5%8B%95%E5%88%8A%E7%89%A9%E7%BD%AA%E8%A2%AB%E6%8D%95-2/3845914,20211230T131500Z,singtaousa.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
The nine best climate stories of the year - Bulletin of the Atomic Scientists,https://thebulletin.org/2021/12/the-nine-best-climate-stories-of-the-year/,20211230T120000Z,thebulletin.org,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
How To Watch Happy Valley Season 3 And Stream The Final Episodes Of The Sarah Lancashire TV Show,https://www.cinemablend.com/streaming-news/how-to-watch-happy-valley-season-3-and-stream-the-final-episodes-of-the-sarah-lancashire-tv-show,20230101T231500Z,cinemablend.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Best TV shows to watch on Netflix , Binge , Stan , Disney + and other streaming in January 2023",https://www.brisbanetimes.com.au/culture/tv-and-radio/the-best-tv-shows-to-stream-in-january-20221229-p5c9ap.html,20230101T193000Z,brisbanetimes.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
В этом году путин должен предстать перед трибуналом как военный преступник - судья МТБЮ,http://pressorg24.com/news?id=644708,20230101T183000Z,pressorg24.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Working from home has been a hit , is the four - day work week next ? ",https://www.smh.com.au/business/workplace/working-from-home-has-been-a-hit-is-the-four-day-work-week-next-20221206-p5c3z4.html,20230101T134500Z,smh.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Working from home has been a hit , is the four - day work week next ? ",https://www.theage.com.au/business/workplace/working-from-home-has-been-a-hit-is-the-four-day-work-week-next-20221206-p5c3z4.html,20230101T134500Z,theage.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Working from home has been a hit , is the four - day work week next ? ",https://www.brisbanetimes.com.au/business/workplace/working-from-home-has-been-a-hit-is-the-four-day-work-week-next-20221206-p5c3z4.html,20230101T133000Z,brisbanetimes.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Prominente Todesfälle in 2022 : Diese Stars sind gestorben,https://www.infranken.de/boulevard/prominente-todesfaelle-in-2022-diese-stars-sind-in-diesem-jahr-gestorben-art-5596592,20230101T133000Z,infranken.de,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Working from home has been a hit , is the four - day work week next ? ",https://www.watoday.com.au/business/workplace/working-from-home-has-been-a-hit-is-the-four-day-work-week-next-20221206-p5c3z4.html,20230101T133000Z,watoday.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
 【 關鍵專訪 】《 正義迴廊 》 監製翁子光 、 導演何爵天 ： 弒親案讓我們真正感興趣的 ， 是其中幽暗的人性 - 第 1 頁,https://www.thenewslens.com/article/178997,20230101T114500Z,thenewslens.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
USA : Suspect in the US student killings returned home for the holidays,https://www.9news.com.au/world/usa-news-idaho-student-murders-suspect/0fd72d3f-e543-403e-a6b4-eabd1e798388,20230101T080000Z,9news.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
January 1st - 2023 Presidential Politics - Resistance Day 712,https://theconservativetreehouse.com/blog/2023/01/01/january-1st-2023-presidential-politics-resistance-day-712/,20230101T063000Z,theconservativetreehouse.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Man jailed after helping smuggle half a tonne of cocaine in banana pulp,https://www.9news.com.au/national/man-jailed-after-helping-smuggle-half-a-tonne-of-cocaine-in-banana-pulp/363e4bff-b5c7-479d-bd27-11b854fc7ff5,20230101T061500Z,9news.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Warwick | For all your news and events around Warwick , Warwick Daily News has you covered . Get the latest updates on sport and local news . ",https://www.townsvillebulletin.com.au/news/queensland/warwick?nk=8a440e7db9f7d9a1467e2355d3b3bcf2-1672547538,20230101T044500Z,townsvillebulletin.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
कथा : विदेश जाने रहर | Ratopati,https://www.ratopati.com/story/282988/story-kashyap-,20230101T030000Z,ratopati.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Glamorous brunette whose love affair with rogue MP who faked his own death rocked 1970s Britain,https://www.dailymail.co.uk/news/article-11589179/Glamorous-brunette-love-affair-rogue-MP-faked-death-rocked-1970s-Britain.html,20230101T014500Z,dailymail.co.uk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Sydney man jailed for 13 years over half tonne of cocaine from Brazil,https://www.miragenews.com/sydney-man-jailed-for-13-years-over-half-tonne-923378/,20230101T014500Z,miragenews.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Queensland harsher jail penalties for young offenders may increase violent crime , not reduce it | Ahona Guha",https://www.theguardian.com/australia-news/2023/jan/01/queenslands-harsher-jail-penalties-for-young-offenders-may-increase-violent-not-reduce-it,20230101T010000Z,theguardian.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Geçmişin gazete sayfalarından 1 Ocak gündemleri,"https://t24.com.tr/yazarlar/irfan-yalin/gecmisin-gazete-sayfalarindan-1-ocak-gundemleri,38054",20221231T223000Z,t24.com.tr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Howard government moved quickly on claims against David Hicks,https://www.theage.com.au/politics/federal/howard-government-moved-quickly-on-claims-against-david-hicks-20221228-p5c94y.html,20221231T194500Z,theage.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
A look back at Peter Barron Headline Challenge 2022 with BBC Tees,https://www.thenorthernecho.co.uk/news/19822271.look-back-peter-barrons-headline-challenge-2022-bbc-tees/,20221231T183000Z,thenorthernecho.co.uk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"In Memoriam Königin Elizabeth II ., David Sassoli , Dan Theis , Jacques Poos und viele mehr : Wer uns 2022 alles verlassen hat",https://www.tageblatt.lu/headlines/koenigin-elizabeth-ii-david-sassoli-dan-theis-jacques-poos-und-viele-mehr-wer-uns-2022-alles-verlassen-hat/,20221231T181500Z,tageblatt.lu,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
UB40 guitarist hits out at Tories and says country is like it was in the 1970s,https://www.irishmirror.ie/showbiz/celebrity-news/ub40-guitarist-hits-out-tories-28848110,20221231T170000Z,irishmirror.ie,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Hackeři se letos v Česku činili . Ukradená hesla prodávají za miliardy,https://havlickobrodsky.denik.cz/zlociny-a-soudy/utoky-hackeru-2022-20231230.html,20221231T164500Z,havlickobrodsky.denik.cz,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Hackeři se letos v Česku činili . Ukradená hesla prodávají za miliardy,https://prazsky.denik.cz/zlociny-a-soudy/utoky-hackeru-2022-20231230.html,20221231T163000Z,prazsky.denik.cz,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
UB40 guitarist hits out at Tories and says country is like it was in the 1970s,https://www.mirror.co.uk/3am/celebrity-news/ub40-guitarist-hits-out-tories-28847012,20221231T163000Z,mirror.co.uk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
100 choses à retenir de lannée 2022,https://www.sofoot.com/100-choses-a-retenir-de-l-annee-2022-523481.html,20221231T153000Z,sofoot.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Hackeři se letos v Česku činili . Ukradená hesla prodávají za miliardy,https://mostecky.denik.cz/zlociny-a-soudy/utoky-hackeru-2022-20231230.html,20221231T153000Z,mostecky.denik.cz,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Howard government moved quickly on claims against David Hicks,https://www.brisbanetimes.com.au/politics/federal/howard-government-moved-quickly-on-claims-against-david-hicks-20221228-p5c94y.html,20221231T151500Z,brisbanetimes.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Howard government moved quickly on claims against David Hicks,https://www.smh.com.au/politics/federal/howard-government-moved-quickly-on-claims-against-david-hicks-20221228-p5c94y.html,20221231T150000Z,smh.com.au,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Fears Nauru sweeping new contempt laws target opposition,https://www.theguardian.com/world/2018/jun/04/fears-naurus-sweeping-new-contempt-laws-target-opposition,20221231T121500Z,theguardian.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
圣诞漫吟并注 （ 七绝10首 ） - 博客,https://blog.wenxuecity.com/myblog/62826/202212/32855.html,20221231T114500Z,blog.wenxuecity.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"UEFA in 2022 : Part 2 – breaking records , lifting trophies , growing the game | Inside UEFA",https://www.uefa.com/insideuefa/news/027c-16d305ef76be-7b05e4c84e80-1000--uefa-in-2022-part-2-breaking-records-lifting-trophies-growing-t/,20221231T113000Z,uefa.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Каким был мир во время войны . Вспоминаем главные события года,https://rus.delfi.lv/news/daily/abroad/kakim-byl-mir-vo-vremya-vojny-vspominaem-glavnye-sobytiya-goda.d?id=55079688,20221231T113000Z,rus.delfi.lv,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
專訪法律專家 | 人大釋法意義重大 明確國安委職責與特首權力 - 香港,https://www.wenweipo.com/a/202212/31/AP63b00e62e4b0dff952a93174.html,20221231T110000Z,wenweipo.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Benedykt XVI nie żyje . Papież - emeryt miał 95 lat | Życie w Niemczech . Społeczeństwo , lifestyle , ciekawostki | DW",https://www.dw.com/pl/benedykt-xvi-nie-%C5%BCyje-papie%C5%BC-emeryt-mia%C5%82-95-lat/a-64231560,20221231T104500Z,dw.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Bail history made in 2022,https://trinidadexpress.com/news/local/bail-history-made-in-2022/article_1dd551b6-88a1-11ed-80c5-a76d18f0b0eb.html,20221231T101500Z,trinidadexpress.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
COVID Leads to Decline in Information Available about North Korea - Korea Economic Institute of America,https://keia.org/the-peninsula/covid-leads-to-decline-in-information-available-about-north-korea/,20221231T083000Z,keia.org,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
ASEAN at the Crossroads : Re - imagining the ASEAN Community,https://www.phnompenhpost.com/opinion/asean-crossroads-re-imagining-asean-community,20221231T074500Z,phnompenhpost.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
December 31st - 2022 Presidential Politics - Resistance Day 711,https://theconservativetreehouse.com/blog/2022/12/31/december-31st-2022-presidential-politics-resistance-day-711/comment-page-1/,20221231T071500Z,theconservativetreehouse.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
December 31st - 2022 Presidential Politics - Resistance Day 711,https://theconservativetreehouse.com/blog/2022/12/31/december-31st-2022-presidential-politics-resistance-day-711/,20221231T071500Z,theconservativetreehouse.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
广东省2023年上半年中小学教师资格考试笔试13日起报名 _ 南方网,https://edu.southcn.com/node_a61d7f4d71/d180f05244.shtml,20221231T070000Z,edu.southcn.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Felix Holzmann žije dál v Davidu Šírovi,https://www.novinky.cz/clanek/kultura-felix-holzmann-zije-dal-v-davidu-sirovi-40415321,20221231T070000Z,novinky.cz,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
跨年宅在家 ！ Disney+精選12部作品帶你環遊世界 ， 2022年的好劇你看了幾部 ？ ｜數位時代 BusinessNext,https://www.bnext.com.tw/article/73416/disney-series-2022-top12,20221231T063000Z,bnext.com.tw,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
奋进的2022 信息时报第十一届大湾区金融行业金狮盛典圆满收官 - 千龙网 · 中国首都网,https://china.qianlong.com/2022/1231/7945881.shtml,20221231T053000Z,china.qianlong.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
奋进的2022 信息时报第十一届大湾区金融行业金狮盛典圆满收官 _ 中华网,https://hea.china.com/article/20221231/122022_1205676.html,20221231T053000Z,hea.china.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
  축구황제  펠레와 함께 2022년 역사의 뒤안길로 떠난 사람들,https://www.asiae.co.kr/article/2022123111192452222,20221231T043000Z,asiae.co.kr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
香港國安法釋法權威解答來了 | 頭條 - 香港中通社,http://www.hkcna.hk/./docDetail.jsp?id=100245737&channel=100,20221231T040000Z,hkcna.hk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
From breaking the law to angering Singaporeans : Influencers who got into trouble in 2022,https://www.asiaone.com/singapore/breaking-law-angering-singaporeans-influencers-who-got-trouble-2022-dee-kosh-titus-low-puiyi-naomi-neo,20221231T024500Z,asiaone.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Andrew Tate Arrest Videos Go Viral as Romanian Police Raid His House ; Did Pizza Box Really Gave His Location Away ? ,http://www.hngn.com/articles/246079/20221230/andrew-tate-andrew-tate-arrest-andrew-tate-crimes.htm,20221231T023000Z,hngn.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
國安委決定具可執行法律效力 不受司法覆核 - 兩岸,https://www.wenweipo.com/a/202212/31/AP63af8502e4b0dff952a91c39.html,20221231T021500Z,wenweipo.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
कथा : विदेश जाने रहर,https://www.ratopati.com/story/282988/2022/12/31/story-kashyap-,20221231T021500Z,ratopati.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Kanye West , social media , extremism : The rise of antisemitism in the US",https://www.jpost.com/diaspora/antisemitism/article-726089,20221230T231500Z,jpost.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
The Blind Spot,https://thegauntlet.substack.com/p/the-blind-spot,20221230T230000Z,thegauntlet.substack.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Cities look for new ways to survive heatwaves - Jammu Kashmir Latest News | Tourism,https://www.dailyexcelsior.com/cities-look-for-new-ways-to-survive-heatwaves/,20221230T211500Z,dailyexcelsior.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
24 probables announced by the PCB for the ODI series against NZ ( Fakhar Zaman & Haris Sohail added ) ,http://www.pakpassion.net/ppforum/showthread.php?309172-24-probables-announced-by-the-PCB-for-the-ODI-series-against-NZ-Fakhar-Zaman-amp-Haris-Sohail-added,20221230T203000Z,pakpassion.net,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Aung San Suu Kyi , líder de Mianmar deposta pelos militares , soma 33 anos de condenao à prisão",https://oglobo.globo.com/mundo/noticia/2022/12/aung-san-suu-kyi-lider-de-mianmar-deposta-pelos-militares-soma-33-anos-de-condenacao-a-prisao.ghtml,20221230T203000Z,oglobo.globo.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
人大就國安法第14條和第47條的解釋答記者問 – 華僑網,https://www.chinesepress.com/2022/12/30/%E4%BA%BA%E5%A4%A7%E5%B0%B1%E5%9C%8B%E5%AE%89%E6%B3%95%E7%AC%AC14%E6%A2%9D%E5%92%8C%E7%AC%AC47%E6%A2%9D%E7%9A%84%E8%A7%A3%E9%87%8B%E7%AD%94%E8%A8%98%E8%80%85%E5%95%8F/,20221230T200000Z,chinesepress.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
全国人大首次就港区国安法释法 ： 黎智英案观察,https://news.ifeng.com/c/8MAYmw8UxWv,20221230T171500Z,news.ifeng.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
核酸腐败窝案后 疫情包机也出事了 越共外交部长受处分,https://www.wenxuecity.com/news/2022/12/30/12051708.html,20221230T164500Z,wenxuecity.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
黎智英国安法案 ： 中国人大常委会颁布释法 ， 外国律师能否参与国安案件由香港特首决定,https://www.bbc.com/zhongwen/simp/chinese-news-64123417,20221230T160000Z,bbc.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
全國人大常委會法制工作委員會負責人答記者問 - 兩岸,https://www.wenweipo.com/a/202212/30/AP63aee451e4b0dff952a90d6f.html,20221230T150000Z,wenweipo.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
 （ 不斷更新 ） 各界 ： 堅決支持人大釋法 維護國家安全 - 香港,https://www.wenweipo.com/a/202212/30/AP63aeeb07e4b0dff952a90ed2.html,20221230T150000Z,wenweipo.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
全國人大常委會法制工作委員會負責人就 《 全國人民代表大會常務委員會關於 〈 中華人民共和國香港特別行政區維護國家安全法 〉 第十四條和第四十七條的解釋 》 答記者問,http://www.hkcd.com/hkcdweb/content/2022/12/30/content_1380081.html,20221230T141500Z,hkcd.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 国际新闻 _ 宁夏广播电视台官方网站,http://news.nxtv.com.cn/world/2022-12-30/713454.html,20221230T141500Z,news.nxtv.com.cn,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"Hardy Krüger , Meat Loaf , Joachim Streich , Michael Gorbatschow , Pelé ... DAS sind die Toten des Jahres 2022",https://www.berliner-kurier.de/show/hardy-krueger-meat-loaf-joachim-streich-michael-gorbatschow-pele-das-sind-die-toten-des-jahres-2022-li.302427,20221230T140000Z,berliner-kurier.de,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
人大就國安法第14條和第47條的解釋答記者問,http://www.takungpao.com.hk/mainland/text/2022/1230/803434.html,20221230T140000Z,takungpao.com.hk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
 【 來論 】 韓成科 ： 人大就香港國安法釋法的四大意義 | 來論,http://www.hkcna.hk/./docDetail.jsp?id=100245543&channel=4662,20221230T133000Z,hkcna.hk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
香港國安法釋法權威解答來了 | 頭條 - 香港中通社,http://www.hkcna.hk/./docDetail.jsp?id=100245737&channel=2803,20221230T133000Z,hkcna.hk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
香港國安法釋法權威解答來了 | 內地 - 香港中通社,http://www.hkcna.hk/./docDetail.jsp?id=100245737&channel=2808,20221230T133000Z,hkcna.hk,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
"World Only Road - Legal 1989 Batmobile Is Awesome , Has a Story to Match",https://www.autoevolution.com/news/worlds-only-road-legal-1989-batmobile-is-awesome-has-a-story-to-match-207440.html,20221230T133000Z,autoevolution.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 国际新闻 _ 新闻 _ 齐鲁网,http://news.iqilu.com/guoji/20221230/5317815.shtml,20221230T133000Z,news.iqilu.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
O adeus às rainhas e ao  rei  do futebol . De quem nos despedimos em 2022,https://www.noticiasaominuto.com/mundo/2130711/o-adeus-as-rainhas-e-ao-rei-do-futebol-de-quem-nos-despedimos-em-2022,20221230T131500Z,noticiasaominuto.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Andrew Tate uhićen je zbog sumnje na trgovinu ljudima i silovanje . Tko je on ? ,https://www.index.hr/vijesti/clanak/tko-je-samoprozvani-seksist-andrew-tate/2425076.aspx,20221230T124500Z,index.hr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Andrew Tate uhićen je zbog sumnje na trgovinu ljudima i silovanje . Tko je on ? ,https://www.index.hr/vijesti/clanak/tko-je-samoprozvani-seksist-andrew-tate/2425076.aspx?index_tid=299298&index_ref=naslovnica_vijesti_ostalo_d,20221230T123000Z,index.hr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
Andrew Tate uhićen je zbog sumnje na trgovinu ljudima i silovanje . Tko je on ? ,https://www.index.hr/vijesti/clanak/tko-je-samoprozvani-seksist-andrew-tate/2425076.aspx?index_tid=299298&index_ref=naslovnica_vijesti_najnovije_d,20221230T123000Z,index.hr,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
AFP highlights regional achievements for 2022,https://www.philippinetimes.com/news/273287742/afp-highlights-regional-achievements-for-2022,20221230T121500Z,philippinetimes.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 杭州网,https://news.hangzhou.com.cn/gjxw/content/2022-12/30/content_8437519.htm,20221230T120000Z,news.hangzhou.com.cn,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 政治 _ 通胀 _ 全球,https://www.sohu.com/a/622576982_121284943?edtsign=BBB017C78E75D7B41CC84AE79F67807766E8E82B&edtcode=dHh9FFtdHHNSSrQ3b9eG0Q==&scm=1103.plate:282:0.0.1_1.0&code=owtjdvtnn1n,20221230T114500Z,sohu.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 政治 _ 通胀 _ 全球,https://www.sohu.com/a/622576982_121284943?edtsign=BBB017C78E75D7B41CC84AE79F67807766E8E82B&edtcode=dHh9FFtdHHNSSrQ3b9eG0Q==&scm=1103.plate:282:0.0.1_1.0&code=85pl4o2d5yq,20221230T113000Z,sohu.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 新闻中心 _ 中国网,http://news.china.com.cn/2022-12/30/content_85034362.htm,20221230T113000Z,news.china.com.cn,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 政治 _ 通胀 _ 全球,https://www.sohu.com/a/622576982_121284943?edtsign=BBB017C78E75D7B41CC84AE79F67807766E8E82B&edtcode=dHh9FFtdHHNSSrQ3b9eG0Q==&scm=1103.plate:282:0.0.1_1.0&code=8w4qx897bi7,20221230T111500Z,sohu.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
10 sèries que no et pots perdre aquest gener,https://www.elperiodico.cat/ca/series/20221230/series-estrenes-gener-2023-hbo-netflix-disney-amazon-prime-movistar-atresplayer-premium-80392194,20221230T111500Z,elperiodico.cat,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
2022年的美国 ： 因乱分裂 以乱渔利 _ 腾讯新闻,https://new.qq.com/rain/a/20221230A069V700,20221230T111500Z,new.qq.com,(court case OR trial OR sentenced) AND (homophobic OR transphobic OR hate crime) AND Australia
