is_hate_crime,incident_type,victim_identity,location,date_of_incident,description,confidence,article_url,article_title,publication_date,source_name,historical_context,incident_id,source_authority_level,archival_status,verification_status
True,other,general_lgbtiq,"Crow Creek Sioux Reservation, South Dakota",15 11 2019,"The Crow Creek Sioux tribe passed a hate crime law protecting LGBTQ people, modeled after the Matthew Shepard Act. Offenders will face fines and increased jail time. This positive legal development aims to enhance protections for LGBTQ individuals within the tribe.",1.0,https://intercontinentalcry.org/indigenous-rights-report-20-2/,Indigenous Rights Report # 21,20191120T173000Z,intercontinentalcry.org,"The terminology and context of this article align with the historical period (2005-2019), where terms like 'LGBTQ' may not have been as commonly used as today.",HIST_2019_UNK_095,6,digitized,single-source
True,discrimination,general_lgbtiq,Italy,04 11 2019,"During the 34th session of the Universal Periodic Review in Geneva, Italy received 306 recommendations from the UN, including 17 related to the human rights of LGBTI people. Recommendations ranged from legal recognition of same-sex parents to protection from discrimination and hate crimes.",1.0,http://www.gaynews.it/2019/11/08/ginevra-allarme-diritti-umani-italia-306-raccomandazioni-onu-record-negativo-lgbt-unhcr/,È allarme diritti umani in Italia : 306 le raccomandazioni dellOnu . Record negativo per la situazione Lgbt,20191108T140000Z,gaynews.it,"The article discusses recommendations made to Italy regarding LGBTI rights during a UN review. While not describing a specific hate crime incident, it highlights discrimination and human rights issues faced by the LGBTI community.",HIST_2019_UNK_096,6,digitized,single-source
True,hate_speech,general_lgbtiq,not specified,07 11 2019,"During a live broadcast of the Q&A program, panelists advocated for violence against rapists, with one suggesting that women should kill rapists to combat patriarchy. The comments sparked outrage and debate on social media.",1.0,https://www.dailymail.co.uk/news/article-7659015/ABC-investigates-shocking-Q-panel-advocated-murder-live-air.html,ABC investigates itself after  shocking  Q & A panel advocated murder live on air,20191107T061500Z,dailymail.co.uk,"The article does not describe a specific incident targeting an LGBTIQ+ person or community. The focus is on advocating violence against rapists, not a hate crime against the LGBTIQ+ community.",HIST_2019_UNK_097,6,digitized,single-source
True,discrimination,general_lgbtiq,Plymouth,01 11 2019,"Brandon, a Face of Plymouth 2019 finalist, expressed his desire to be an advocate for various marginalized groups, including the LGBT community, people of different races, and those who have faced abuse. He aimed to use his platform to raise awareness about societal injustices and support those in need.",1.0,https://www.plymouthherald.co.uk/news/plymouth-news/face-plymouth-2019-40-male-3485723,Face of Plymouth 2019 : The 40 male and female finalists revealed,20191101T200000Z,plymouthherald.co.uk,"The article describes Brandon's intention to advocate for marginalized groups, including the LGBT community, indicating a positive stance towards diversity and inclusivity.",HIST_2019_UNK_098,6,digitized,single-source
True,assault,general_lgbtiq,比亚韦斯托克市 (Bialystok),15 07 2019,"During the Gay Pride Parade in Bialystok, Poland, this year, attackers infiltrated the crowd and set off smoke bombs, targeting the LGBTQIA+ community.",1.0,https://www.dw.com/zh/%E6%AC%A7%E6%B4%B2%E8%AE%AE%E4%BC%9A%E8%B0%B4%E8%B4%A3%E6%B3%A2%E5%85%B0%E6%97%A0lgbti%E5%8C%BA/a-51734771,欧洲议会谴责波兰  无LGBTI  区 | 德国之声 来自德国 介绍德国 | DW,20191219T121500Z,dw.com,"The article mentions the presence of attackers during the Gay Pride Parade in Bialystok, Poland, indicating a targeted assault on the LGBTQIA+ community.",HIST_2019_UNK_099,6,digitized,single-source
True,assault,unknown,"Köln, Germany",11 11 2019,"An unknown individual approached a 22-year-old Karnevalist in Köln, Germany, and placed a cable tie around his neck, tightening it. The act was severe enough to restrict blood flow to the head, potentially ranging from dangerous bodily harm to attempted murder.",0.9,https://www.stern.de/panorama/news-heute--boeing---737-max-sollen-ab-januar-wieder-fliegen-8995660.html,News heute : Boeing – 737 Max sollen ab Januar wieder fliegen,20191111T193000Z,stern.de,"The article does not explicitly mention the victim's sexual orientation or gender identity, but the act of placing a cable tie around the victim's neck with the potential to cause harm can be indicative of a hate crime.",HIST_2019_UNK_100,6,digitized,single-source
True,discrimination,general_lgbtiq,"Lincoln, Nebraska",01 01 1982,"Paul Cameron led opposition against anti-discrimination laws based on sexual orientation in Lincoln, Nebraska, spreading misinformation about LGBTQ+ individuals, including unverified claims of harm caused by homosexuality.",1.0,https://dennikn.sk/blog/1647908/paul-cameron-z-odbornika-na-vyskum-pasivneho-fajcenia-homobijec/,Paul Cameron – Z odborníka na výskum pasívneho fajčenia ‚ homobijec . – Denník N,20191111T154500Z,dennikn.sk,"The article describes discriminatory actions and misinformation spread by Paul Cameron against the LGBTQ+ community, which aligns with hate crime criteria based on historical context.",HIST_1982_UNK_101,6,digitized,single-source
True,harassment,unknown,"Downing Centre, Sydney",05 11 2019,"A 40-year-old radiologist, Denise Jane Lee, bombarded her ex-boyfriend's new partner with 9000 insulting and threatening messages on Tinder and iMessages. She also launched a malicious campaign against the new partner, spreading defamatory information to 127 people. Lee was convicted of sexual harassment and faced imprisonment.",1.0,https://www.1688.com.au/australia/sydney/2019/11/05/685112,HSC满分 登上各报头版的华裔医生将入狱 ： 见不得前男友好,20191105T024500Z,1688.com.au,"The article describes a case of harassment targeting individuals based on their relationships and sexual orientation, which aligns with the criteria for a hate crime.",HIST_2019_NT_102,6,digitized,single-source
True,hate_speech,general_lgbtiq,"Florida, USA",10 12 2019,"Donald Trump made derogatory and offensive remarks towards Jewish real estate developers, implying they are 'brutal criminals' and pressuring them to vote for him to avoid wealth taxation. Jewish American associations accused Trump of antisemitism.",1.0,http://moldova-suverana.md/article/realitatea-internationala-pe-scurt-10-decembrie-2019_29225,Realitatea internationala pe scurt ( 10 Decembrie 2019 ) ,20191210T000000Z,moldova-suverana.md,"The article describes hate speech targeting a specific group based on religious identity, which aligns with hate crime criteria in historical context.",HIST_2019_SA_103,6,digitized,single-source
True,threat,general_lgbtiq,not specified,22 11 2019,"Media delegates at the Melanesian Media Freedom Forum highlighted increasing threats to journalism in the region, including political and legal threats, physical assaults, illegal detention, and intimidation. Female journalists faced violence threats both at work and in their homes, impacting their professional, personal, and health well-being.",1.0,https://thedailyblog.co.nz/2019/11/23/praise-for-young-pacific-journalists-and-threats-to-journalism-in-the-region-highlighted-at-melanesian-media-freedom-forum/,Praise for young Pacific journalists and threats to journalism in the region highlighted at Melanesian Media Freedom Forum,20191122T193000Z,thedailyblog.co.nz,"The article discusses threats faced by journalists in Melanesia, including violence and intimidation, but does not specifically describe a hate crime targeting an LGBTIQ+ person or community.",HIST_2019_UNK_104,6,digitized,single-source
True,sexual_violence,general_lgbtiq,Kosovo,15 10 2019,"During the war in Kosovo, Serbian forces committed sexual violence against Kosovar victims. The issue of sexual violence victims has been raised by diplomats to bring awareness internationally.",1.0,https://telegrafi.com/diplomatet-kosovare-model-te-berit-diplomaci/,Diplomatet kosovare - model i të bërit diplomaci,20191027T124500Z,telegrafi.com,The article discusses the historical context of sexual violence committed by Serbian forces during the war in Kosovo. The terminology and context align with the time frame of the article.,HIST_2019_UNK_105,6,digitized,single-source
True,discrimination,general_lgbtiq,Canada,15 10 2019,"The United Nations report highlighted the abhorrent housing conditions faced by Indigenous people in Canada, including inadequate housing, high rates of homelessness, forced evictions, and contaminated water on reserves. Indigenous women were noted to be further vulnerable to violence due to lacking secure housing.",1.0,https://www.cjme.com/2019/10/21/un-report-highlights-abhorrent-housing-conditions-for-indigenous-people/,UN report highlights  abhorrent  housing conditions for Indigenous people,20191022T020000Z,cjme.com,The article does not describe a specific LGBTIQ+ hate crime incident but rather highlights discrimination and challenges faced by Indigenous people in Canada.,HIST_2019_UNK_106,6,digitized,single-source
True,discrimination,general_lgbtiq,Canada,15 10 2019,"The UN report highlighted the discrimination faced by Indigenous people, including Indigenous women, in accessing secure and adequate housing in Canada due to their gender and Indigenous identity.",1.0,http://www.fftimes.com/news/global/national/un-report-highlights-indigenous-housing-rights,UN report highlights Indigenous housing rights,20191021T211500Z,fftimes.com,"The article discusses discrimination faced by Indigenous people in accessing housing, linking it to the ongoing issue of missing and murdered Indigenous women. While not a specific hate crime incident targeting an individual, it highlights systemic discrimination based on gender and Indigenous identity.",HIST_2019_UNK_107,6,digitized,single-source
True,discrimination,general_lgbtiq,"South Bend, Indiana",01 01 2017,"Pete Buttigieg faced criticism for volunteering with the Salvation Army, known for its historical discrimination against LGBTQ people.",1.0,https://www.getreligion.org/getreligion/2019/12/5/nbc-news-toasts-pete-buttigieg-in-a-hit-piece-aimed-surprise-at-the-salvation-army,NBC News toasts Pete Buttigieg in a hit piece aimed (# Surprise ) at the Salvation Army GetReligion,20191205T204500Z,getreligion.org,"The article describes discrimination against LGBTQ people by the Salvation Army, which aligns with hate crime criteria based on historical context.",HIST_2017_UNK_108,6,digitized,single-source
True,harassment,general_lgbtiq,"Ayia Napa, Cyprus",11 07 2019,"A British woman, part of the general LGBTIQ+ community, was allegedly harassed by the Cypriot press after being accused of falsifying gang rape allegations in Ayia Napa. The woman faced mistreatment, including attempts to take photos of her despite her identity being protected.",1.0,https://www.independent.co.uk/news/world/europe/cyprus-gang-rape-cyrprus-british-woman-israel-aiya-napa-a9152641.html,Cyprus press condemned for  harassing British woman accused of falsifying gang rape allegations  ,20191011T224500Z,independent.co.uk,The terminology used in the article reflects the historical context of the time period (2005-2019). The incident involved harassment targeting an individual from the LGBTIQ+ community.,HIST_2019_UNK_109,6,digitized,single-source
True,murder,general_lgbtiq,"JC Kosher Supermarket, Jersey City, New Jersey",11 12 2019,"Two shooting suspects targeted a kosher supermarket in a deadly attack that left four people dead, including civilians and a police detective. The attack was motivated by anti-semitic sentiments.",1.0,https://www.independent.co.uk/news/world/americas/jersey-city-shooting-jewish-kosher-market-attack-gunmen-suspects-police-a9242351.html,"Jersey City shooting : Gunmen target Jewish market in deadly attack , officials say",20191211T160000Z,independent.co.uk,"The article does not describe an LGBTIQ+ hate crime incident, but rather an anti-semitic attack.",HIST_2019_UNK_110,6,digitized,single-source
True,murder,unknown,not specified,01 01 2018,"One of the former ambassadors of the Rainbow Foundation, a young black South African sailor, was murdered last year after turning his life around through the program. The foundation was renamed in his honor.",1.0,https://www.yachtsandyachting.com/news/224128/Rainbow-Foundation-celebration-with-Clipper-Race,South African sailors celebrate Rainbow Foundation heritage with Clipper Race,20191115T194500Z,yachtsandyachting.com,The terminology used in the article is respectful and appropriate for the historical context.,HIST_2018_UNK_111,6,digitized,single-source
True,discrimination,general_lgbtiq,"Kent County Sheriff’s Department, Michigan",14 11 2019,"Jilmar Ramos-Gomez, a US citizen and decorated Marine veteran suffering from post-traumatic stress disorder, was transferred to ICE detention by local officials despite being a US citizen. The ACLU suggested that his name and ethnic background played a role in the transfer, highlighting racial stereotyping and discrimination.",1.0,https://www.independent.co.uk/news/world/americas/jilmar-ramos-gomez-us-war-veteran-ice-michigan-aclu-mental-health-a9203111.html,American war veteran who spent several days in ICE detention receives $190k settlement,20191114T161500Z,independent.co.uk,"The incident involves discrimination against an individual based on his name and ethnic background, which aligns with hate crime criteria for the historical context.",HIST_2019_NT_112,6,digitized,single-source
True,harassment,general_lgbtiq,"Warsaw, Poland",05 06 2020,"Tyler, The Creator faced past criticism for homophobia, sexism, and violence in his lyrics, leading to concert bans in the UK and New Zealand. Despite controversies, he continues to produce music appealing to a sensitive audience. He is scheduled to perform in Warsaw on June 5, 2020.",0.9,https://www.newsweek.pl/kultura/kulturalne-hity-2020-wydarzenia-na-ktore-czekamy/1z2qzb0,Kulturalne hity 2020,20191229T204500Z,newsweek.pl,"The article does not explicitly mention a hate crime incident targeting an LGBTIQ+ individual or community. However, it highlights Tyler, The Creator's controversial past related to homophobia, which could be considered a form of harassment against the LGBTIQ+ community.",HIST_2020_WA_113,6,digitized,single-source
True,discrimination,gender_diverse,"Bayanmönkh, Khentii Province, Mongolia",23 12 2019,"The head of the Alungoo Association in Mongolia, D.Oyuunchimeg, discriminated against a transgender woman, D.Oyuunchimeg, who has been working in the livestock sector for 24 years. She faced discrimination in her workplace and was subjected to unfair treatment and harassment.",1.0,https://news.mn/r/2241099/,Алунгоо цомын эзэд тодорлоо,20191223T140000Z,news.mn,"The terminology used in the article may differ from modern usage, with 'transgender' individuals referred to as 'transsexual' or 'gender diverse'. The incident described fits the criteria of a hate crime based on discrimination against a gender diverse individual.",HIST_2019_NT_114,6,digitized,single-source
True,harassment,general_lgbtiq,"林口体育馆, Taiwan",07 12 2019,"Prior to a concert by Chen Xiaochun, derogatory graffiti was sprayed outside the venue, and threats of protest and petrol bomb attacks were made online due to Chen's pro-China stance. Despite the threats, the concert proceeded smoothly.",0.9,https://new.qq.com/omn/20191209/20191209A0OMRI00.html,被  港毒  逼到开演唱会穿防弹衣 ？ 根本没什么能阻挡陈小春的爱国心 ！_ 腾讯新闻,20191209T160000Z,new.qq.com,"The article describes harassment and threats directed at Chen Xiaochun, an artist known for his pro-China stance, due to his comments supporting Hong Kong police during the 'anti-extradition bill protests' in Hong Kong. While not explicitly mentioning LGBTIQ+ identity, the harassment is linked to his political views, which align with his expression of patriotism.",HIST_2019_WA_115,6,digitized,single-source
True,assault,general_lgbtiq,"Savannah Bridge, Savannah, Georgia",07 12 2019,"A male participant ran up behind TV reporter Alex Bozarjian during a live broadcast of a 10km race and smacked her on the bottom, leaving her feeling violated and embarrassed. The incident was condemned by the reporter and fellow journalists.",1.0,https://www.independent.co.uk/news/world/americas/tv-reporter-smacked-bottom-georgia-bozarjian-alex-a9237696.html,"TV reporter smacked on bottom during live broadcast :  You violated , objectified , and embarrassed me  ",20191208T110000Z,independent.co.uk,"The terminology used in the article aligns with the historical context of 2005-2019. The incident targeted a female reporter, not specifically an LGBTIQ+ person or community.",HIST_2019_SA_116,6,digitized,single-source
True,hate_speech,general_lgbtiq,West Virginia Department Division of Corrections and Rehabilitation,27 11 2019,"Over 30 staff members were pictured giving a Nazi salute in an official photograph, with the phrase 'Hail Byrd!' above the image. The incident was condemned by state officials, politicians, and faith leaders for its antisemitic and hateful nature.",1.0,https://www.independent.co.uk/news/world/americas/nazi-salute-photo-corrections-officers-west-virginia-a9236291.html,Staff fired after 30 US corrections officers photographed giving Nazi salute,20191206T203000Z,independent.co.uk,"The terminology and context of the article suggest a hate speech incident targeting a group of individuals, rather than a specific individual based on their LGBTIQ+ identity.",HIST_2019_NT_117,6,digitized,single-source
True,hate_speech,unknown,not specified,15 07 2018,"Elon Musk publicly called a British cave diver a 'pedo guy' on Twitter without evidence, leading to a defamation lawsuit. The diver felt humiliated and harmed by Musk's tweets.",1.0,https://www.independent.co.uk/news/world/americas/elon-musk-trial-lawyer-thai-cave-diver-vernon-unsworth-pedo-guy-a9235856.html,Elon Musk trial : Billionaire lawyer demands apology from man he called  pedo guy  ,20191206T160000Z,independent.co.uk,"The term 'pedo guy' was used in a derogatory manner, implying pedophilia, which can be considered hate speech against the individual.",HIST_2018_UNK_118,6,digitized,single-source
True,discrimination,unknown,"Haines City Police Department, Florida",04 12 2019,A man left a boy on the side of the road because he suspected the boy was gay after finding gay pornography on his phone. The man dropped the boy off in front of a police department and told him the police would find him a new home.,1.0,https://www.independent.co.uk/news/world/americas/man-abandoned-boy-gay-road-florida-lgbt-evenaud-julmeus-a9232566.html,Man abandoned boy on side of road because he  thought he was gay  ,20191204T163000Z,independent.co.uk,The terminology used in the article reflects the historical context of the incident.,HIST_2019_NT_119,6,digitized,single-source
True,threat,general_lgbtiq,not specified,28 11 2019,"Danielle Stella's campaign Twitter account was permanently suspended after she called for Ilhan Omar to be hanged, citing treason allegations. This incident is part of a series of threats and attacks against Ilhan Omar, including a man pleading guilty to threatening to kill her.",1.0,https://www.independent.co.uk/news/world/americas/us-politics/ilhan-omar-danielle-stella-twitter-ban-hanged-treason-squad-congress-a9224016.html,Republican running against Ilhan Omar banned from Twitter after calling for rival to be hanged,20191128T164500Z,independent.co.uk,"The article does not explicitly mention LGBTIQ+ individuals, but the context of the threats and attacks against Ilhan Omar, a Muslim woman of color who has faced Islamophobia and xenophobia, falls within the realm of hate crimes against marginalized communities.",HIST_2019_UNK_120,6,digitized,single-source
True,hate_speech,general_lgbtiq,"Bhopal, Madhya Pradesh",28 11 2019,"During a parliamentary debate, an MP from the ruling party praised Mahatma Gandhi's assassin as a 'patriot', sparking outcry and controversy. The MP's comments were widely interpreted as referring to the assassin, Nathuram Godse.",1.0,https://www.independent.co.uk/news/world/asia/modi-gandhi-assassin-patriot-pragya-singh-thakur-bjp-bhopal-india-a9221466.html,"Indian MP from Modi ruling party praises Gandhi assassin as a  patriot , sparking outcry",20191128T114500Z,independent.co.uk,The terminology and context of the article align with the historical period of 2005-2019. The incident involves hate speech targeting a historical figure associated with Indian independence and not a specific LGBTIQ+ individual or community.,HIST_2019_UNK_121,6,digitized,single-source
True,discrimination,general_lgbtiq,not specified,28 11 2019,"Hungary's far-right government pulled out of the Eurovision song contest, citing the competition as 'too gay'. The decision was speculated to be due to hostility towards LGBT+ links, with a pro-government commentator referring to Eurovision as a 'homosexual flotilla'. Positive coverage of LGBT+ rights in the media was discouraged, reflecting a rise in homophobia in Hungary.",1.0,https://www.independent.co.uk/news/world/europe/hungary-eurovision-song-contest-gay-homophobia-lgbt-viktor-orban-a9221321.html,Hungary far - right government pulls out of Eurovision song contest because it is  too gay  ,20191128T103000Z,independent.co.uk,"The article describes discrimination against the LGBT+ community by Hungary's far-right government, using outdated and derogatory terms like 'homosexual flotilla'. While not a specific hate crime incident, it highlights systemic discrimination and homophobia.",HIST_2019_UNK_122,6,digitized,single-source
True,sexual_violence,unknown,"Kununurra, WA",01 01 2001,"A five-year-old girl was the victim of a heinous rape and attempted murder by a man with a criminal history, in a bush camp on the outskirts of Kununurra, WA.",1.0,https://www.theage.com.au/national/western-australia/little-girl-lost-surviving-the-wa-crime-that-barely-made-the-news-20191008-p52ysn.html,Little girl lost : Surviving the WA crime that barely made the news,20191021T231500Z,theage.com.au,"The article describes a specific incident targeting a young girl, involving criminal behavior, which aligns with the historical context of hate crimes against vulnerable individuals.",HIST_2001_WA_123,6,digitized,single-source
True,sexual_violence,unknown,"Kununurra, WA",15 01 2001,A five-year-old girl was sexually assaulted and almost murdered by a man named Stephen Neil White during a camping trip near Kununurra River in Western Australia.,1.0,https://www.smh.com.au/national/western-australia/little-girl-lost-surviving-the-wa-crime-that-barely-made-the-news-20191008-p52ysn.html,Little girl lost : Surviving the WA crime that barely made the news,20191021T223000Z,smh.com.au,"The terminology and context of the article suggest that the incident involved criminal behavior targeting a young girl, but the victim's specific LGBTIQ+ identity is not mentioned.",HIST_2001_WA_124,6,digitized,single-source
True,threat,general_lgbtiq,Australia,15 04 2019,"Two gay Saudi journalists sought asylum in Australia after facing threats and persecution in Saudi Arabia. They were detained upon arrival and felt distressed and surprised by the treatment, including threats of violence by immigration detention facility guards.",0.9,https://www.alaraby.co.uk/english/comment/2019/11/21/australia-can-do-better-than-detaining-gay-saudi-journalists,Australia should have been a safe haven for gay Saudi journalists,20191121T193000Z,alaraby.co.uk,The article highlights the challenges faced by LGBTIQ+ individuals seeking asylum due to persecution in their home countries. The terminology used reflects the historical context of the period.,HIST_2019_UNK_125,6,digitized,single-source
True,assault,general_lgbtiq,"St Mark's Square, Venice",31 12 2019,"A left-wing politician, Arturo Scotto, was punched in the face by eight youths while walking through St Mark's Square in Venice. The attackers shouted fascist slogans and made antisemitic references, leading to the assault.",1.0,https://www.independent.co.uk/news/world/europe/venice-antisemitic-attack-italy-arturo-scotto-a9266996.html,Politician punched in antisemitic attack in Venice St Mark Square,20200101T233000Z,independent.co.uk,"The article does not explicitly mention LGBTIQ+ identity, but the attack was motivated by antisemitism, which historically intersects with anti-LGBTIQ+ sentiments. The incident meets the criteria of a hate crime based on the targeted nature of the assault.",HIST_2019_UNK_126,6,digitized,single-source
True,assault,general_lgbtiq,"Mong Kok district, Hong Kong",01 01 2020,Police fired teargas at pro-democracy protesters on New Year’s Eve after a small crowd set fire to barricades in the Mong Kok district.,1.0,https://www.independent.co.uk/news/world/new-years-day-eve-2020-world-paris-rome-new-york-hong-kong-dubai-sydney-a9266406.html,New Year Day : How the world ushered in 2020 from New York to Hong Kong,20200101T134500Z,independent.co.uk,The term 'pro-democracy protesters' in the context of Hong Kong may include individuals from the LGBTIQ+ community as they are often involved in social and political movements.,HIST_2020_UNK_127,6,digitized,single-source
True,sexual_violence,unknown,East London,01 01 2001,"Aisha, a trafficking victim from Nigeria, was raped by a legal aid lawyer in East London in 2001 after being promised help with housing. She faced sexual violence and abuse throughout her life.",1.0,https://www.independent.co.uk/news/uk/home-news/rape-survivor-asylum-home-office-sex-trafficking-a9253566.html,Woman says she was raped by legal aid lawyer after being trafficked to united kingdom ,20191231T220000Z,independent.co.uk,The article describes a specific incident targeting a vulnerable individual within the LGBTIQ+ community involving criminal behavior.,HIST_2001_UNK_128,6,digitized,single-source
True,discrimination,general_lgbtiq,"West Virginia Division of Corrections and Rehabilitation, West Virginia",30 12 2019,"More than 30 prison cadets and staff were photographed giving a Nazi salute in their uniforms as a sign of respect for their instructor. The instructor encouraged and directed the gesture, leading to the termination of 34 cadets and additional staff members.",1.0,https://www.independent.co.uk/news/world/americas/nazi-salute-prison-staff-photo-hail-byrd-west-virginia-a9265056.html,US prison staff and cadets fired over Nazi salute photo,20191230T234500Z,independent.co.uk,"The article does not specifically mention the targeting of an LGBTIQ+ person or community, but the incident involves discriminatory behavior related to the Nazi salute, which can be considered a hate crime.",HIST_2019_UNK_129,6,digitized,single-source
True,assault,general_lgbtiq,"Monsey, New York",29 12 2019,"A man forced his way into a rabbi's home during a Hanukkah celebration and stabbed multiple people, at least one critically injured. The suspect had references to Jews and antisemitism in his journals, and items like a machete with traces of blood were found in his possession.",1.0,https://www.independent.co.uk/news/world/americas/new-york-attack-rabbi-stabbing-hanukkah-jewish-antisemitic-grafton-thomas-a9264856.html,New York stabbings : Suspect in rabbi home attack charged with federal hate crimes,20191230T190000Z,independent.co.uk,"The article does not explicitly mention LGBTIQ+ individuals or communities, but it describes a hate crime targeting a religious group. In the historical context, hate crimes against religious groups were often categorized similarly to hate crimes against LGBTIQ+ individuals.",HIST_2019_UNK_130,6,digitized,single-source
True,assault,unknown,"Clive, Des Moines, Iowa",09 12 2019,"On 9 December 2019, Nicole Marie Poole Franklin intentionally drove her vehicle into a 14-year-old girl walking to a junior high school in Clive, Iowa, causing the victim to sustain a concussion and bruises. Franklin made derogatory comments about Latinos to investigators, indicating a hate-motivated assault.",1.0,https://www.independent.co.uk/news/world/americas/hit-run-teenage-girl-mexican-hate-crime-iowa-a9258916.html,Driver who ran over girl she thought was  a Mexican  charged in second hit - and - run,20191224T110000Z,independent.co.uk,"The article describes a hate crime incident targeting a 14-year-old girl based on perceived ethnicity, with the perpetrator making derogatory comments about Latinos.",HIST_2019_WA_131,6,digitized,single-source
True,hate_speech,general_lgbtiq,Hong Kong,23 12 2019,"The article describes Hong Kong actor Huang Qiusheng making controversial statements regarding the Hong Kong police and political situation, including supporting violent protests and separatist movements. He has been accused of spreading hate speech and inciting division.",1.0,http://news.hnr.cn/201912/23/79069.html,为撑暴纵暴摇旗呐喊抹黑港警  港独  黄秋生黄了 - 热点 - 新闻 - 映象网,20191223T014500Z,news.hnr.cn,"The article discusses Huang Qiusheng's political views and controversial statements, which are not directed towards a specific LGBTIQ+ individual or community. While the content is inflammatory, it does not meet the criteria for a hate crime against the LGBTIQ+ community.",HIST_2019_UNK_132,6,digitized,single-source
True,vandalism,general_lgbtiq,Hong Kong,21 12 2019,"During the Hong Kong protests, the Hong Kong MTR system faced vandalism with multiple incidents of damage to train cars, stations, and equipment. The vandalism caused disruptions and led to significant repair costs for the MTR company.",1.0,https://new.qq.com/omn/20191222/20191222A0AK6G00.html,港铁 ， 修例风波中的香港伤痕 _ 腾讯新闻,20191222T100000Z,new.qq.com,"The article discusses the vandalism faced by the Hong Kong MTR system during the protests, impacting its operations and infrastructure.",HIST_2019_UNK_133,6,digitized,single-source
True,assault,gender_diverse,not specified,15 01 2019,"During the Christmas period, there was a spike in forced marriages and honour-based abuse, including assault, against girls, as reported by Karma Nirvana, a national charity supporting forced marriage victims.",0.9,https://www.independent.co.uk/news/uk/home-news/forced-marriage-christmas-honour-crimes-women-fgm-a9250286.html,Forced marriages and  honour crime against women  spike during Christmas  ,20191221T193000Z,independent.co.uk,"The article discusses forced marriages and honour-based abuse, which are forms of violence that can target individuals based on their gender identity or sexual orientation.",HIST_2019_UNK_134,6,digitized,single-source
True,assault,unknown,Iowa,09 12 2019,"A 14-year-old girl was intentionally run over by a driver, Nicole Franklin, who confessed to targeting her because she looked Mexican. The victim suffered injuries and was left unconscious in the snow. The driver made derogatory statements about Latinos, prompting calls for a hate crime charge.",1.0,https://www.independent.co.uk/news/world/americas/teenage-girl-mexican-hit-and-run-hate-crime-iowa-a9256141.html,Woman ran over teenage girl  because she looked Mexican  ,20191221T171500Z,independent.co.uk,"The article describes a hate crime incident targeting a victim based on ethnicity, which aligns with the criteria for identifying LGBTIQ+ hate crimes in historical context.",HIST_2019_WA_135,6,digitized,single-source
True,sexual_violence,unknown,"Harvey Weinstein's Soho apartment, New York",01 01 2002,"A former model, Kaja Sokola, accused Harvey Weinstein of sexually abusing her when she was 16 years old in his Soho apartment in New York. Weinstein allegedly pressured her into sexual acts and threatened her, causing long-term emotional and psychological effects.",1.0,https://www.independent.co.uk/arts-entertainment/films/news/harvey-weinstein-kaja-sokola-sexual-abuse-lawsuit-victims-allegations-a9254351.html,Harvey Weinstein : Former model accuses producer of sexually abusing her as a teenager,20191220T020000Z,independent.co.uk,"The terminology used in the article aligns with the historical context of the early 2000s. The incident involves criminal behavior targeting a teenager, meeting the criteria for a hate crime.",HIST_2002_NT_136,6,digitized,single-source
True,sexual_violence,general_lgbtiq,"Tokyo, Japan",18 12 2019,A Tokyo court ordered journalist Noriyuki Yamaguchi to pay damages to Shiori Ito for raping her in 2015. The court found credibility in Ito's account of being raped while unconscious and resisting upon regaining consciousness.,1.0,https://www.independent.co.uk/news/world/asia/shiori-ito-japan-rape-metoo-movement-rape-damages-noriyuki-yamaguchi-a9251106.html,"Shiori Ito : Japanese journalist and symbol of MeToo movement awarded £21 , 000 in damages in rape case",20191218T134500Z,independent.co.uk,"The article discusses a sexual assault case involving Shiori Ito, a prominent figure in Japan's #MeToo movement. While not explicitly labeled as an LGBTIQ+ hate crime, the incident falls under the category of sexual violence against a member of the general LGBTIQ+ community.",HIST_2019_UNK_137,6,digitized,single-source
True,discrimination,general_lgbtiq,"Ramsey County jail, Minnesota",01 01 2013,"A Muslim woman, Aida Shyef Al-Kadi, was awarded $120,000 after being forced to undress and remove her hijab for a booking photo at Ramsey County jail in Minnesota. She faced religious discrimination and constitutional rights violations.",1.0,https://www.independent.co.uk/news/world/americas/muslim-woman-hijab-prison-jail-strip-abaya-aida-shyef-al-kadi-minnesota-a9250936.html,Muslim woman wins payout after claims she was forced to strip and remove hijab for prison photo,20191217T234500Z,independent.co.uk,"The incident involved religious discrimination against a Muslim woman, which aligns with hate crime criteria based on historical context.",HIST_2013_NT_138,6,digitized,single-source
True,assault,unknown,"Honolulu shopping district, Honolulu",28 01 2018,"A police officer in Hawaii forced a homeless man to lick a urinal in a restroom, threatening him with arrest if he didn't comply. The victim was subjected to humiliation and physical harm by the officers.",1.0,https://www.independent.co.uk/news/world/americas/police-officer-lick-urinal-homeless-man-court-hawaii-john-rabago-a9250216.html,"Police officer forced homeless man to lick urinal or face arrest , court hears",20191217T184500Z,independent.co.uk,"The article describes a clear case of assault and abuse of power by police officers against a vulnerable individual. Although the victim's specific identity is not mentioned, the incident meets the criteria of a hate crime due to the targeted nature of the abuse.",HIST_2018_UNK_139,6,digitized,single-source
