incident_id,date_of_incident,incident_type,victim_identity,location,description,article_url,news_source,review_status,submitted_at
INC-20260125163719,,harassment,unknown,"Downing Centre, Sydney","A 40-year-old radiologist, Denise Jane Lee, bombarded her ex-boyfriend's new partner with 9000 insulting and threatening messages on Tinder and iMessages. She also launched a malicious campaign against the new partner, spreading defamatory information to 127 people. Lee was convicted of sexual harassment and faced imprisonment.",,,pending,2026-01-25T16:37:23.310011
INC-20260125163723,,hate_speech,general_lgbtiq,"Florida, USA","Donald Trump made derogatory and offensive remarks towards Jewish real estate developers, implying they are 'brutal criminals' and pressuring them to vote for him to avoid wealth taxation. Jewish American associations accused Trump of antisemitism.",,,pending,2026-01-25T16:37:26.661601
INC-20260125163726,,discrimination,general_lgbtiq,"Kent County Sheriff’s Department, Michigan","Jilmar Ramos-Gomez, a US citizen and decorated Marine veteran suffering from post-traumatic stress disorder, was transferred to ICE detention by local officials despite being a US citizen. The ACLU suggested that his name and ethnic background played a role in the transfer, highlighting racial stereotyping and discrimination.",,,pending,2026-01-25T16:37:30.043216
INC-20260125163730,,harassment,general_lgbtiq,"Warsaw, Poland","Tyler, The Creator faced past criticism for homophobia, sexism, and violence in his lyrics, leading to concert bans in the UK and New Zealand. Despite controversies, he continues to produce music appealing to a sensitive audience. He is scheduled to perform in Warsaw on June 5, 2020.",,,pending,2026-01-25T16:37:33.369843
INC-20260125163733,,discrimination,gender_diverse,"Bayanmönkh, Khentii Province, Mongolia","The head of the Alungoo Association in Mongolia, D.Oyuunchimeg, discriminated against a transgender woman, D.Oyuunchimeg, who has been working in the livestock sector for 24 years. She faced discrimination in her workplace and was subjected to unfair treatment and harassment.",,,pending,2026-01-25T16:37:37.502939
INC-20260125163737,,harassment,general_lgbtiq,"林口体育馆, Taiwan","Prior to a concert by Chen Xiaochun, derogatory graffiti was sprayed outside the venue, and threats of protest and petrol bomb attacks were made online due to Chen's pro-China stance. Despite the threats, the concert proceeded smoothly.",,,pending,2026-01-25T16:37:41.205007
INC-20260125163741,,assault,general_lgbtiq,"Savannah Bridge, Savannah, Georgia","A male participant ran up behind TV reporter Alex Bozarjian during a live broadcast of a 10km race and smacked her on the bottom, leaving her feeling violated and embarrassed. The incident was condemned by the reporter and fellow journalists.",,,pending,2026-01-25T16:37:44.604217
INC-20260125163744,,hate_speech,general_lgbtiq,West Virginia Department Division of Corrections and Rehabilitation,"Over 30 staff members were pictured giving a Nazi salute in an official photograph, with the phrase 'Hail Byrd!' above the image. The incident was condemned by state officials, politicians, and faith leaders for its antisemitic and hateful nature.",,,pending,2026-01-25T16:37:47.888251
INC-20260125163747,,discrimination,unknown,"Haines City Police Department, Florida",A man left a boy on the side of the road because he suspected the boy was gay after finding gay pornography on his phone. The man dropped the boy off in front of a police department and told him the police would find him a new home.,,,pending,2026-01-25T16:37:51.262594
INC-20260125163751,,sexual_violence,unknown,"Kununurra, WA","A five-year-old girl was the victim of a heinous rape and attempted murder by a man with a criminal history, in a bush camp on the outskirts of Kununurra, WA.",,,pending,2026-01-25T16:37:54.623197
INC-20260125163754,,sexual_violence,unknown,"Kununurra, WA",A five-year-old girl was sexually assaulted and almost murdered by a man named Stephen Neil White during a camping trip near Kununurra River in Western Australia.,,,pending,2026-01-25T16:37:57.993930
INC-20260125163757,,threat,general_lgbtiq,Australia,"Two gay Saudi journalists sought asylum in Australia after facing threats and persecution in Saudi Arabia. They were detained upon arrival and felt distressed and surprised by the treatment, including threats of violence by immigration detention facility guards.",,,pending,2026-01-25T16:38:01.291541
INC-20260125163801,,assault,unknown,"Clive, Des Moines, Iowa","On 9 December 2019, Nicole Marie Poole Franklin intentionally drove her vehicle into a 14-year-old girl walking to a junior high school in Clive, Iowa, causing the victim to sustain a concussion and bruises. Franklin made derogatory comments about Latinos to investigators, indicating a hate-motivated assault.",,,pending,2026-01-25T16:38:04.658166
INC-20260125163804,,assault,unknown,Iowa,"A 14-year-old girl was intentionally run over by a driver, Nicole Franklin, who confessed to targeting her because she looked Mexican. The victim suffered injuries and was left unconscious in the snow. The driver made derogatory statements about Latinos, prompting calls for a hate crime charge.",,,pending,2026-01-25T16:38:07.972577
INC-20260125163807,,sexual_violence,unknown,"Harvey Weinstein's Soho apartment, New York","A former model, Kaja Sokola, accused Harvey Weinstein of sexually abusing her when she was 16 years old in his Soho apartment in New York. Weinstein allegedly pressured her into sexual acts and threatened her, causing long-term emotional and psychological effects.",,,pending,2026-01-25T16:38:11.288557
INC-20260125163811,,discrimination,general_lgbtiq,"Ramsey County jail, Minnesota","A Muslim woman, Aida Shyef Al-Kadi, was awarded $120,000 after being forced to undress and remove her hijab for a booking photo at Ramsey County jail in Minnesota. She faced religious discrimination and constitutional rights violations.",,,pending,2026-01-25T16:38:15.115554
INC-20260125163815,,discrimination,general_lgbtiq,"Buenos Aires, Argentina","Willie Anderson, a rugby player, was detained in Buenos Aires for removing an Albiceleste flag during the Dirty War in Argentina. He faced incarceration and threats of execution for 'demeaning a patriotic symbol'.",,,pending,2026-01-25T16:38:18.808170
INC-20260125163818,,hate_speech,general_lgbtiq,South Africa,"The article describes hate crimes against minorities in South Africa, including vicious torture and sadistic rape, following the end of apartheid in 1994. The white minority faced discrimination and violence, leading to emigration and societal implosion.",,,pending,2026-01-25T16:38:22.566276
INC-20260125163822,,murder,general_lgbtiq,"Arnsdorf, Saxony","Schabas Saleh Al-Aziz, a 21-year-old Iraqi man, was found dead in a forest in Arnsdorf, Saxony. He had previously been assaulted and tied to a tree by four men in Arnsdorf. The incident raised suspicions of potential hate crime involvement due to the victim's background and the circumstances surrounding his death.",,,pending,2026-01-25T16:38:25.885024
INC-20260125163825,,murder,general_lgbtiq,"Los Héroes Boulevard, San Salvador","Anahy Miranda Rivas, a 27-year-old transgender woman, was stabbed with a knife and dragged to death by unknown suspects in a vehicle in El Salvador. This incident is part of the increasing anti-LGBTQ hate crimes in the country.",,,pending,2026-01-25T16:38:30.018359
INC-20260125163830,,discrimination,general_lgbtiq,Mauritius,"Four young Mauritians from the LGBTQ community, along with the Collectif Arc-en-Ciel, filed a lawsuit in the Supreme Court to challenge the constitutionality of Article 250 of the Mauritian Penal Code, which criminalizes sodomy between consenting adults. The Young Queer Alliance is advocating for the repeal of this colonial-era law that imposes a five-year prison sentence for sodomy convictions.",,,pending,2026-01-25T16:38:33.520014
INC-20260125163833,,discrimination,gay_man,"St Louis County, Missouri","Sgt Keith Wildhaber was discriminated against by the police department in St Louis County, Missouri, for being gay. He was told to 'tone down the gayness' if he wanted a promotion, leading to a lawsuit and subsequent award of nearly $20 million in damages.",,,pending,2026-01-25T16:38:36.917368
INC-20260125163836,,discrimination,unknown,"Wagga Wagga, NSW","A Chinese Australian supermarket owner in Wagga Wagga, NSW, was fined over $10,000 for discrimination after attempting to dismiss an Australian local employee and replace her with an Asian employee. The employee filed a complaint citing discrimination, leading to a ruling by the Fair Work Commission.",,,pending,2026-01-25T16:38:40.614559
INC-20260125163840,,assault,general_lgbtiq,"Thessaloniki Street, Rentis","A group of 7-8 young individuals, accompanied by older individuals, have been targeting Pakistani migrants in Rentis, Thessaloniki Street. They have been attacking them with oranges, bottles, and stones at their homes, attempting to intimidate them. They also physically assault them on the street with sticks, uttering racist insults and threats.",,,pending,2026-01-25T16:38:43.954712
INC-20260125163843,,hate_speech,general_lgbtiq,"Perth, WA","Margaret Court delivered a sermon at a Perth church where she condemned transgender athletes and transgender children, stating that being gay was 'a choice' and expressing opposition to LGBT issues.",,,pending,2026-01-25T16:38:47.229835
INC-20260125163847,,murder,general_lgbtiq,"Orlando, Florida, USA","In Orlando, Florida, USA, a lone gunman who pledged allegiance to IS killed 49 people inside a gay nightclub.",,,pending,2026-01-25T16:38:50.570852
INC-20260125164353,,hate_speech,LGBTI,Australia-wide (banned speaker),"Pastor Steven Anderson, known for his anti-gay views, claimed that natural disasters in Australia were punishment from God because he was banned from the country. This statement targets the LGBTI community and spreads hate towards them.",,,pending,2026-01-25T16:43:57.369835
INC-20260125164357,,assault,transgender,"Geelong, Victoria",Andy Meddick's transgender daughter Kielan was physically attacked on the street in an apparent hate crime incident.,,,pending,2026-01-25T16:44:00.714908
INC-20260125164400,,threat,general_lgbtiq,Canberra,Rainbow Story Time with drag queen Betty Confetti was cancelled after receiving threats. The event aimed to promote inclusivity and diversity through storytelling for children and families in the community.,,,pending,2026-01-25T16:44:04.082507
INC-20260125164404,,assault,gay,Newcastle,"The family of John Russell, a gay hate crime victim, is waiting on the final report regarding the incident in Newcastle.",,,pending,2026-01-25T16:44:07.457326
INC-20260125164407,,assault,unknown,Blue Mountains National Park,"Neo-Nazi leaders have admitted to attacking a hiker in Blue Mountains National Park, but they claim innocence. The hiker was physically assaulted by the perpetrators.",,,pending,2026-01-25T16:44:11.014494
INC-20260125164411,,vandalism,general_lgbtiq,"Monash Freeway, Melbourne",Homophobic banners targeting Labor MP Julian Hill were hung over a Melbourne highway and later removed by police. The incident is being investigated as an act of vandalism.,,,pending,2026-01-25T16:44:14.398050
INC-20260125164414,,assault,gay,"Broulee, NSW",56-year-old Peter Keeley was lured via Grindr and fatally assaulted by teenagers. The perpetrators were later convicted of detaining Keeley with intent to commit grievous bodily harm.,,,pending,2026-01-25T16:44:17.737719
INC-20260125164417,,assault,gay,"Canberra, ACT",A man was assaulted by four individuals after being lured via Grindr in Canberra. The attack was part of a series of homophobic incidents in the area.,,,pending,2026-01-25T16:44:21.110273
INC-20260125164421,,assault,gay,"Melbourne, Victoria","Victoria Police arrested 13 individuals for attacks on gay men lured via dating apps including Grindr. Victims were assaulted, robbed, and subjected to homophobic abuse.",,,pending,2026-01-25T16:44:25.570806
INC-20260125164425,,assault,gay,"Sydney, NSW","Victim met attackers through Grindr, was threatened and forced to hand over phone and bank details. Money was subsequently stolen from his account.",,,pending,2026-01-25T16:44:28.919345
INC-20260125164428,,assault,gay,"Melbourne, Victoria",First victim attacked by 19-year-old Christian Keryakus who admitted to being inspired by vigilante videos on TikTok. Met victim through Grindr.,,,pending,2026-01-25T16:44:32.303404
INC-20260125164432,,assault,gay,"Melbourne, Victoria","Victoria Police arrested over 30 individuals, primarily male teenagers aged 13-20, for attacks on men lured via Grindr. Victims were assaulted, robbed, and subjected to homophobic slurs. Some attacks were filmed and shared on social media.",,,pending,2026-01-25T16:44:35.686538
INC-20260125164435,,assault,general_lgbtiq,Sydney CBD,Australie : une trentaine de suspects ont été arrêtés pour des guets-apens homophobes dans le centre-ville de Sydney.,,,pending,2026-01-25T16:44:39.086003
INC-20260125164439,,assault,transgender,"Fitzroy, Melbourne","Transgender individuals were physically attacked by the same groups targeting Jews in Fitzroy, Melbourne.",,,pending,2026-01-25T16:44:42.459453
INC-20260125164442,,assault,gay,"Melbourne area, Victoria",Multiple arrests have been made in Victoria in connection with attacks on individuals targeted through gay dating apps.,,,pending,2026-01-25T16:44:46.251332
INC-20260125164446,,vandalism,queer,Great Southern region,Shocking graffiti with the words 'Deport Queer' found in the WA Great Southern region.,,,pending,2026-01-25T16:44:49.575697
INC-20260125164449,,assault,unknown,farm in unspecified location,Big Brother star David Graham used a vile homophobic slur before assaulting a young man on his farm.,,,pending,2026-01-25T16:44:52.907142
INC-20260125164452,,assault,gay,"Sunshine West, Melbourne",A Victorian man was sentenced for attacking men he met on Grindr at his home in Sunshine West. He claimed to be inspired by TikTok vigilante videos.,,,pending,2026-01-25T16:44:57.196568
INC-20260125164457,,harassment,gay,Darlinghurst,A new wave of homophobic attacks targeting users of gay dating apps like Grindr has been reported in Darlinghurst. Victims have faced harassment and intimidation while using these apps in the area.,,,pending,2026-01-25T16:45:00.638864
INC-20260125164500,,assault,gay,Grindr meetup in Sunshine Coast,"A man was sentenced for attacking a gay man he met on Grindr, stating that the victim 'needed to learn his lesson'. The attack took place during their meetup in Sunshine Coast.",,,pending,2026-01-25T16:45:04.433713
INC-20260125164504,,assault,gay,Sydney CBD,Hundreds of dollars were raised for a convicted vigilante who physically attacked a gay individual in Sydney CBD. The incident sparked outrage within the LGBTIQ+ community and beyond.,,,pending,2026-01-25T16:45:08.446195
INC-20260125164508,,murder,gay,Sydney,An ex-police officer has pleaded not guilty to the murder of a gay Sydney couple. The incident has shocked the local community and raised concerns about violence against the LGBTIQ+ community.,,,pending,2026-01-25T16:45:12.485991
INC-20260125164512,,assault,transgender,Gold Coast,Community members have condemned the recent attack on a transgender person on the Gold Coast. The victim was physically assaulted in the area.,,,pending,2026-01-25T16:45:16.439660
INC-20260125164516,,hate_speech,general_lgbtiq,Sydney,The article discusses the need for more police powers to address racism and hatred following a neo-Nazi rally in Sydney.,,,pending,2026-01-25T16:45:20.246740
INC-20260125164520,,murder,gay,Sydney,The death of a US mathematician in Sydney is being investigated as a gay hate crime by an Australian inquest.,,,pending,2026-01-25T16:45:23.584405
INC-20260125164523,,murder,gay,Bondi Beach,"Nearly 30 years after a gay man fell from a cliff at Bondi Beach, the incident has been ruled a hate crime. The victim's sexual orientation was a factor in his death, indicating a targeted attack.",,,pending,2026-01-25T16:45:27.474422
INC-20260125164527,,murder,unknown,Sydney Cliff,A judge in Australia ruled that a fatal fall off a Sydney cliff 30 years ago was a hate crime. The victim's identity was not specified in the article.,,,pending,2026-01-25T16:45:31.326388
INC-20260125164531,,murder,gay,cliff in undisclosed location,"A gay man was found smashed to death at the bottom of a cliff, and the coroner determined it was a homophobic hate crime.",,,pending,2026-01-25T16:45:36.768558
INC-20260125164536,,murder,gay,Sydney,"An American man was found naked and dead in Sydney, Australia in 1988. The coroner determined that he was killed in a gay hate crime.",,,pending,2026-01-25T16:45:40.178484
INC-20260125164540,,murder,gay,Australia inquest did not specify a specific location,"A mathematician was killed because of his sexual orientation, highlighting the ongoing issue of violence against the LGBTIQ+ community in Australia.",,,pending,2026-01-25T16:45:43.588362
INC-20260125164543,,murder,gay,Sydney,The coroner found that Scott died as a result of a gay hate attack in Sydney. The specific details of the attack were not provided in the article.,,,pending,2026-01-25T16:45:47.475682
INC-20260125164547,,murder,transgender,Melbourne CBD,Five individuals have been charged with the violent murder of a Malaysian trans woman in Melbourne. The victim's identity was targeted in this tragic incident.,,,pending,2026-01-25T16:45:50.806703
INC-20260125164550,,assault,gay,Fried chicken shop in Sydney,"Two friends were physically attacked after sharing a kiss at a fried chicken shop, resulting in one person getting a black eye and the other being hospitalized.",,,pending,2026-01-25T16:45:54.150407
INC-20260125164554,,harassment,gay,Sydney,A gay man in Sydney filmed a homophobic attack at a petrol station where he was verbally harassed and threatened by another individual.,,,pending,2026-01-25T16:45:57.572981
INC-20260125164557,,assault,gay,Sydney CBD,A man was glassed for holding his boyfriend's hand in Sydney CBD. The attack was a targeted act of violence against the victim's sexual orientation.,,,pending,2026-01-25T16:46:01.005726
INC-20260125164601,,assault,unknown,Darlinghurst,A man was glassed in the face in a horror homophobic attack in Darlinghurst.,,,pending,2026-01-25T16:46:04.440527
INC-20260125164604,,assault,LGBT woman,Sale,A Gippsland LGBT woman was punched in a homophobic attack in Sale.,,,pending,2026-01-25T16:46:08.301492
INC-20260125164608,,assault,gay,Sydney,Cricketer Ben Stokes was praised for intervening to stop a group of men from attacking a gay couple in Sydney. The men were reportedly shouting homophobic slurs and threatening the couple before Stokes stepped in.,,,pending,2026-01-25T16:46:11.669158
INC-20260125164611,,vandalism,general_lgbtiq,Sydney,"A giant mural of 'Saint George Michael' in Sydney was vandalised with homophobic slurs, targeting the LGBTIQ+ community.",,,pending,2026-01-25T16:46:14.988086
INC-20260125164614,,murder,gay,Athens,"Four cops charged for inflicting fatal harm on gay activist Zak Kostopoulos in Athens, Greece.",,,pending,2026-01-25T16:46:18.312491
INC-20260125164618,,assault,gay,chicken shop in Sydney,A gay man was knocked out after kissing another man in a chicken shop in Sydney. The attack was believed to be motivated by homophobia.,,,pending,2026-01-25T16:46:21.656830
INC-20260125164621,,assault,gay,Perth,"Perth youths pleaded guilty to assaulting men they baited on Grindr, targeting individuals based on their sexual orientation.",,,pending,2026-01-25T16:46:25.051387
INC-20260125164625,,hate_speech,gay,Sydney gay suburbs,"Residents in Sydney gay suburbs received homophobic letters blaming them for the drought, indicating a targeted act of hate speech towards the LGBTQ+ community.",,,pending,2026-01-25T16:46:28.529680
INC-20260125164628,,hate_speech,gay,Sydney,"A person named Jesu blamed Sydney's gay community for the drought in a homophobic letter, displaying hate speech towards the LGBTIQ+ individuals.",,,pending,2026-01-25T16:46:31.877495
INC-20260125164631,,hate_speech,LGBTIQ+,Sydney,"A letter drop in Sydney blamed the drought on same-sex marriage, targeting the LGBTIQ+ community with hateful speech.",,,pending,2026-01-25T16:46:35.795642
INC-20260125164635,,threat,gay couple,train in unspecified location,"A homophobic man threatened a gay couple on a train, prompting a police search for the perpetrator.",,,pending,2026-01-25T16:46:39.233414
INC-20260125164639,,assault,transgender,railway tracks,A transgender woman shoved an officer onto railway tracks.,,,pending,2026-01-25T16:46:42.725030
INC-20260125164642,,harassment,unknown,train,A group of men spat alcohol on a teenage boy and made racist remarks about his skin color on a train.,,,pending,2026-01-25T16:46:47.020762
INC-20260125164647,,assault,gay,bar in Sydney,A man suffered a horrific head injury in a homophobic attack after kissing someone in a bar in Sydney.,,,pending,2026-01-25T16:46:50.976836
INC-20260125164650,,harassment,gay,Sunshine Coast,"Hate mail was left in the letterbox of a gay couple on the Sunshine Coast, targeting them based on their sexual orientation.",,,pending,2026-01-25T16:46:54.873606
INC-20260125164654,,threat,gay,"Sunshine Coast, Queensland",A gay couple in Queensland received threatening letters after the Ye vote.,,,pending,2026-01-25T16:46:59.125630
INC-20260125164659,,assault,unknown,Sydney,A teenager threw acid on their boyfriend after he refused to marry her in Sydney.,,,pending,2026-01-25T16:47:02.507159
INC-20260125164702,,assault,gay,Sydney,A man set his boss on fire allegedly due to 'unwanted gay advances'. The victim suffered severe burns as a result of the attack.,,,pending,2026-01-25T16:47:05.861268
INC-20260125164705,,assault,gay,Darlinghurst,"Police did not warn the LGBTI community about recent gay bashings in Darlinghurst, leading to concerns about safety and lack of communication.",,,pending,2026-01-25T16:47:09.218678
INC-20260125164709,,assault,gay men,Perth,A Grindr teen photo was used to lure gay men to Perth where they were subjected to bashings.,,,pending,2026-01-25T16:47:12.612667
INC-20260125164712,,assault,gay,Perth,A man has been sentenced to six and a half years in prison for carrying out gay bashings in Perth.,,,pending,2026-01-25T16:47:15.975925
INC-20260125164715,,murder,gay,"River Torrens, Adelaide","The article discusses the honoring of George Duncan, a gay lecturer who was murdered in 1972 by being thrown into the River Torrens in Adelaide. The University of Adelaide is now honoring his memory.",,,pending,2026-01-25T16:47:19.375299
INC-20260125164719,,assault,gay,Sydney,"An ex-NSW cop revealed witnessing gay bashings by his police colleagues in Sydney in the 1980s, indicating a history of violence against the LGBTQ+ community within law enforcement.",,,pending,2026-01-25T16:47:22.776608
INC-20260125164722,,assault,gay,Ukraine,"Neo-Nazis attacked a gay bar in Ukraine, targeting individuals based on their sexual orientation.",,,pending,2026-01-25T16:47:26.158456
INC-20260125164726,,assault,gay,Darlinghurst,A straight man stabbed a gay man after the gay man refused to reciprocate oral sex.,,,pending,2026-01-25T16:47:29.558007
INC-20260125164729,,assault,transgender,Melbourne CBD,A Malaysian transgender cosmetics entrepreneur reported being beaten and stamped on by officers in Melbourne CBD.,,,pending,2026-01-25T16:47:32.919344
INC-20260125164732,,assault,gay,Sydney,"A gay academic in Sydney revealed that he was a victim of hate attacks, advising others not to go to the police if they are bashed.",,,pending,2026-01-25T16:47:36.252195
INC-20260125164736,,murder,gay,Sydney,Kritchikorn was finally able to be himself before becoming a victim of the Sydney gay hate murders.,,,pending,2026-01-25T16:47:39.595738
INC-20260125164739,,murder,gay,Melbourne,A gay Palestinian man was found brutally murdered in Melbourne.,,,pending,2026-01-25T16:47:43.017458
INC-20260125164743,,assault,gay,Melbourne,"A Serbian man was physically attacked in his home in Melbourne in a homophobic incident. Despite the assault, the victim has chosen to forgive his attackers.",,,pending,2026-01-25T16:47:46.376849
INC-20260125164746,,assault,gay,Adelaide,An Adelaide man was knocked out and robbed by another man after making a gay advance. The perpetrator has been jailed for the assault.,,,pending,2026-01-25T16:47:50.549187
INC-20260125164750,,assault,transgender,Sydney CBD,A transgender individual was physically assaulted and handcuffed by unknown perpetrators in Sydney CBD for wearing a woman outfit.,,,pending,2026-01-25T16:47:55.163219
INC-20260125164755,,assault,transgender,Sydney,A NSW Police officer was jailed for assaulting Sydney trans woman Anya Bradford.,,,pending,2026-01-25T16:47:58.494298
INC-20260125164758,,assault,transgender,Malaysia,A trans woman in Malaysia fled the country after being assaulted by police for wearing a hijab.,,,pending,2026-01-25T16:48:01.918598
INC-20260125164801,,assault,transgender,Sydney CBD,"A trans businesswoman was attacked by religious police, forcing her to flee her home in Sydney CBD.",,,pending,2026-01-25T16:48:05.292710
INC-20260125164805,,murder,transgender,Riverina region,"Over 100 people attended a vigil for Mhelody Bruno, a transgender tourist who was murdered in the Riverina region. The community gathered to mourn her tragic death.",,,pending,2026-01-25T16:48:08.731266
INC-20260125164808,,assault,unknown,city centre,A university lecturer and their friend were reportedly beaten up by men who used homophobic slurs in the city centre. The victims claim they were targeted because of their sexual orientation.,,,pending,2026-01-25T16:48:12.070799
INC-20260125164812,,assault,gay,Sydney,The inquiry into gay hate crimes heard testimonies of brutal physical attacks targeting members of the LGBTIQ community in Sydney.,,,pending,2026-01-25T16:48:15.516107
INC-20260125164815,,assault,gay,Bondi Beach,"A former NSW Police officer recalls the horror years of homophobic violence in Bondi Beach, including physical assaults targeting gay individuals.",,,pending,2026-01-25T16:48:18.884745
INC-20260125164818,,assault,transgender,Victorian suburb (specific location not provided),"A Victorian MP's transgender daughter was attacked following a debate over a pandemic bill, resulting in her hospitalization. The motive behind the attack is believed to be related to her gender identity.",,,pending,2026-01-25T16:48:22.215560
INC-20260125164822,,assault,gay,"Kings Cross, Sydney","The article describes an incident where Samuel Beckett, a gay man, was nearly stabbed to death by a pimp in Kings Cross, Sydney.",,,pending,2026-01-25T16:48:26.042718
INC-20260125164826,,assault,gay,Bury,A gay couple was attacked by a masked gang in a terrifying street robbery in Bury.,,,pending,2026-01-25T16:48:29.429915
INC-20260125164829,,assault,gay,Sydney CBD,"Anthony Crumbley, a gay Black man, was stabbed in Sydney CBD because he dresses femme. The attack was motivated by his sexual orientation and gender expression.",,,pending,2026-01-25T16:48:32.869208
INC-20260125164832,,assault,gay,Melbourne,Gay writer and disability activist Thomas Banks was assaulted and robbed in Melbourne.,,,pending,2026-01-25T16:48:36.235133
INC-20260125164836,,murder,gay,Melbourne CBD,Tributes are pouring in for a gay man who died in a vicious attack in Melbourne CBD. The man was a victim of a fatal assault.,,,pending,2026-01-25T16:48:39.702078
INC-20260125164839,,assault,transgender,"Gold Coast, Queensland",Queensland police are investigating an assault on a transgender person. The details of the incident have not been disclosed.,,,pending,2026-01-25T16:48:44.058242
INC-20260125164844,,vandalism,unknown,Perth,Perth Mayor Basil Zempilas had his home vandalised after making controversial comments about transgender individuals.,,,pending,2026-01-25T16:48:47.381307
INC-20260125164847,,vandalism,unknown,Melbourne,A comedy group office in Melbourne was petrol bombed following an outcry over a Netflix film depicting Jesus as gay. The incident is believed to be in response to the controversial film.,,,pending,2026-01-25T16:48:50.669840
INC-20260125164850,,threat,LGBTIQ+,Melbourne,"A drag event in Melbourne was postponed due to threats from Neo-Nazis, causing safety concerns for the LGBTIQ+ community.",,,pending,2026-01-25T16:48:54.557504
INC-20260125164854,,assault,gay,Melbourne,"The 26-year-old Dimitrious Gargasoulas, who killed five people on Friday, had previously critically injured his brother: 'I will kill all gays.'",,,pending,2026-01-25T16:48:57.958638
INC-20260125164857,,vandalism,general_lgbtiq,elderly care facility housing Holocaust survivors,"Australian neo-Nazis defaced an elderly care facility housing Holocaust survivors, targeting the vulnerable residents with hateful graffiti.",,,pending,2026-01-25T16:49:01.259566
INC-20260125164901,,assault,female paramedic,"Rainbow Serpent festival, Lexton","A female paramedic was saved from being attacked by a festivalgoer at the Rainbow Serpent festival in Lexton, Melbourne. The festivalgoer was subdued by a hero before causing harm to the paramedic.",,,pending,2026-01-25T16:49:04.606405
INC-20260125164904,,assault,unknown,Melbourne CBD,A paramedic was horrifically bashed after treating a man suspected of coming back from Rainbow Serpent festival in Melbourne CBD.,,,pending,2026-01-25T16:49:08.487020
INC-20260125164908,,assault,general_lgbtiq,Αθήνα,Two individuals are facing criminal charges for the assault of Tzilos in Athens.,,,pending,2026-01-25T16:49:12.080516
INC-20260125164912,,vandalism,general_lgbtiq,Lismore,A recently unveiled rainbow crossing in Lismore was vandalised with biblical graffiti during an LGBTI festival.,,,pending,2026-01-25T16:49:15.411078
INC-20260125164915,,vandalism,general_lgbtiq,rainbow walkway,"A Bible message was scrawled across a new rainbow walkway, potentially targeting the LGBTIQ+ community.",,,pending,2026-01-25T16:49:18.848953
INC-20260125164918,,vandalism,general_lgbtiq,Rainbow crossing,A rainbow crossing was vandalized with Bible scripture,,,pending,2026-01-25T16:49:22.191338
INC-20260125164922,,hate_speech,general_lgbtiq,Sydney,"Ismail Al-Wahwah, a Hizbut Tahrir member imprisoned for hate speech, made derogatory remarks about Jews being the most evil creatures of Allah.",,,pending,2026-01-25T16:49:25.584901
INC-20260125164925,,assault,unknown,Chicago,Two brothers were arrested in connection with the alleged attack on 'Empire' star Jussie Smollett in Chicago. The 36-year-old actor required hospital treatment after a suspected racist and homophobic attack.,,,pending,2026-01-25T16:49:29.044308
INC-20260125164929,,assault,unknown,"St Patrick's Cathedral, Melbourne",Le cardinal australien George Pell a été condamné pour agression sexuelle,,,pending,2026-01-25T16:49:32.425641
INC-20260125164932,,assault,unknown,"St Kilda, Melbourne",Kayla Potts and Jack Houldcroft have been charged in connection with a cop bashing incident in St Kilda.,,,pending,2026-01-25T16:49:35.765993
INC-20260125164935,,vandalism,unknown,Muslim mother's home in Bankstown,A Muslim mother was horrified after racist vandals graffitied a swastika and the word 'dog' on her white BMW parked outside her home in Bankstown.,,,pending,2026-01-25T16:49:39.777508
INC-20260125164939,,murder,gay,Adelaide,SA Police are appealing for information regarding the unsolved 'gay bashing' murder cases of Adelaide men David Saint and Robert Mark Woodland.,,,pending,2026-01-25T16:49:43.208286
INC-20260125164943,,vandalism,general_lgbtiq,Metropolitan Community Church Brisbane,The pastor of the LGBTI-inclusive Metropolitan Community Church Brisbane has spoken out about a spate of homophobic and racist graffiti on the property.,,,pending,2026-01-25T16:49:46.564874
INC-20260125164946,,assault,"journalist, photographer","Cairns Central Shopping Centre, Cairns",A supporter of Fraser Anning was arrested after attacking a journalist and photographer at Cairns Central Shopping Centre. The incident involved physical violence towards the media professionals covering a political event.,,,pending,2026-01-25T16:49:49.930970
INC-20260125164949,,threat,unknown,Sydney Synagogue,Police searched a Sydney Synagogue following a threat made against the establishment.,,,pending,2026-01-25T16:49:53.312107
INC-20260125164953,,assault,unknown,Ballina Shire,A Fraser Anning supporter was arrested after attacking a journalist and photographer in Ballina Shire.,,,pending,2026-01-25T16:49:56.661670
INC-20260125164956,,assault,"journalist, photographer","Fraser Anning event in Moorooka, Brisbane","A supporter of Fraser Anning was arrested after attacking a journalist and photographer at an event in Moorooka, Brisbane. The incident occurred during a confrontation with the media.",,,pending,2026-01-25T16:50:00.070761
INC-20260125165000,,hate_speech,general_lgbtiq,Geelong,Liberal Gurpal Singh's paedophilia comments were slammed in relation to the Federal election 2019.,,,pending,2026-01-25T16:50:03.701845
INC-20260125165003,,assault,unknown,London,A man in his 20s was slashed with a machete in a homophobic attack in London after the suspect made offensive comments. The victim was stabbed in the leg.,,,pending,2026-01-25T16:50:07.091752
INC-20260125165007,,vandalism,unknown,student housing,"A 'suspicious' noose was found hanging near student housing, which is recognized as a symbol of violence and racism directed against African American peoples.",,,pending,2026-01-25T16:50:10.462255
